seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,num_iterations
seq_00159,0.1418,3.428,3610.08,472,4.2547,2070483328.0,456.6,42,1,0,1,1,40
seq_00160,0.1418,3.429,3610.54,472,5.8894,2189382912.0,456.6,42,1,0,1,1,40
seq_00161,0.1417,3.427,3612.14,473,6.0007,1530436864.0,456.6,42,1,0,1,1,40
seq_00162,0.1421,3.435,3603.08,471,4.0943,1031702912.0,456.6,42,1,0,1,1,40
seq_00163,0.1419,3.43,3608.18,472,5.7648,773370368.0,456.6,42,1,0,1,1,40
seq_00164,0.1416,3.423,3616.69,471,5.635,1591602688.0,456.6,42,1,0,1,1,40
seq_00165,0.1419,3.431,3609.4,475,4.1533,1932529024.0,456.6,42,1,0,1,1,40
seq_00166,0.1417,3.427,3612.67,471,4.4252,988618176.0,456.6,42,1,0,1,1,40
seq_00167,0.1418,3.428,3611.84,473,4.6592,1353731456.0,456.6,42,1,0,1,1,40
seq_00168,0.1419,3.43,3609.14,471,6.6243,980537472.0,456.6,42,1,0,1,1,40
seq_00169,0.1417,3.425,3613.15,470,3.6736,2420349440.0,456.6,42,1,0,1,1,40
seq_00170,0.1421,3.435,3604.12,470,3.7952,1895172224.0,456.6,42,1,0,1,1,40
seq_00171,0.1417,3.427,3612.51,471,4.7737,2794772736.0,456.6,42,1,0,1,1,40
seq_00172,0.142,3.432,3606.17,473,4.6938,2907046144.0,456.6,42,1,0,1,1,40
seq_00173,0.1422,3.438,3601.51,471,5.9627,711925568.0,456.6,42,1,0,1,1,40
seq_00174,0.1419,3.43,3608.96,472,3.9463,1418757888.0,456.6,42,1,0,1,1,40
seq_00175,0.1422,3.438,3600.5,471,3.4476,1375742336.0,456.6,42,1,0,1,1,40
seq_00176,0.1419,3.43,3608.38,472,4.1146,1057668864.0,456.6,42,1,0,1,1,40
seq_00177,0.142,3.431,3606.54,471,4.8133,1662319360.0,456.6,42,1,0,1,1,40
seq_00178,0.1421,3.437,3602.09,473,6.1315,844771648.0,456.6,42,1,0,1,1,40
seq_00179,0.1417,3.426,3613.8,471,6.3514,1525974144.0,456.6,42,1,0,1,1,40
seq_00180,0.1419,3.431,3607.63,473,6.6086,455598464.0,456.6,42,1,0,1,1,40
seq_00181,0.1419,3.432,3607.86,472,5.0133,879657536.0,456.6,42,1,0,1,1,40
seq_00182,0.142,3.434,3605.41,472,3.6391,1402274432.0,456.6,42,1,0,1,1,40
seq_00183,0.142,3.432,3605.48,471,5.6163,1618289664.0,456.6,42,1,0,1,1,40
seq_00184,0.1425,3.446,3592.52,473,5.1979,2140261376.0,456.6,42,1,0,1,1,40
seq_00185,0.142,3.432,3605.97,472,4.2261,1747760256.0,456.6,42,1,0,1,1,40
seq_00186,0.1422,3.436,3600.75,473,3.6602,746367680.0,456.6,42,1,0,1,1,40
seq_00187,0.1417,3.425,3613.05,471,4.8856,1240385792.0,456.6,42,1,0,1,1,40
seq_00188,0.1421,3.436,3602.9,472,3.7976,1172155904.0,456.6,42,1,0,1,1,40
seq_00189,0.142,3.435,3604.76,470,6.5389,948571200.0,456.6,42,1,0,1,1,40
seq_00190,0.142,3.434,3606.74,471,4.5173,2290151424.0,456.6,42,1,0,1,1,40
seq_00191,0.1421,3.436,3602.28,472,3.8327,857109760.0,456.6,42,1,0,1,1,40
seq_00192,0.1419,3.431,3608.7,472,4.2406,2232590080.0,456.6,42,1,0,1,1,40
seq_00193,0.142,3.435,3605.63,472,4.4467,1229269120.0,456.6,42,1,0,1,1,40
seq_00194,0.142,3.434,3605.58,473,5.9866,1326335616.0,456.6,42,1,0,1,1,40
seq_00195,0.142,3.435,3606.26,472,3.8364,1510525056.0,456.6,42,1,0,1,1,40
seq_00196,0.1423,3.442,3597.93,472,5.5202,2862986752.0,456.6,42,1,0,1,1,40
seq_00197,0.1421,3.435,3603.11,470,4.34,1773114368.0,456.6,42,1,0,1,1,40
seq_00198,0.1421,3.436,3602.02,472,3.7009,880078784.0,456.6,42,1,0,1,1,40
seq_00199,0.1418,3.428,3611.5,471,4.7205,1023150976.0,456.6,42,1,0,1,1,40
seq_00200,0.1421,3.436,3602.6,471,5.366,2851291904.0,456.6,42,1,0,1,1,40
seq_00201,0.1422,3.438,3600.08,471,5.2047,1603238656.0,456.6,42,1,0,1,1,40
seq_00202,0.1417,3.426,3612.4,470,4.9645,1865373952.0,456.6,42,1,0,1,1,40
seq_00203,0.142,3.433,3605.74,472,6.0092,1019478976.0,456.6,42,1,0,1,1,40
seq_00204,0.1421,3.438,3602.1,471,4.587,1257518208.0,456.6,42,1,0,1,1,40
seq_00205,0.1419,3.432,3607.4,471,5.7305,1041515520.0,456.6,42,1,0,1,1,40
seq_00206,0.1421,3.435,3603.52,471,4.5185,1328845056.0,456.6,42,1,0,1,1,40
seq_00207,0.1419,3.431,3608.68,472,6.5567,1294257536.0,456.6,42,1,0,1,1,40
seq_00208,0.1423,3.441,3598.37,471,2.8726,1723442560.0,456.6,42,1,0,1,1,40
seq_00209,0.1422,3.44,3600.97,471,5.1433,1184767872.0,456.6,42,1,0,1,1,40
seq_00210,0.1418,3.428,3610.78,473,6.5673,1043324864.0,456.6,42,1,0,1,1,40
seq_00211,0.1423,3.44,3598.92,473,4.657,1556626432.0,456.6,42,1,0,1,1,40
seq_00212,0.1421,3.433,3604.16,470,4.9894,1298396672.0,456.6,42,1,0,1,1,40
seq_00213,0.1419,3.43,3608.71,473,3.9949,1139882368.0,456.6,42,1,0,1,1,40
seq_00214,0.1422,3.438,3599.71,474,6.2497,656377152.0,456.6,42,1,0,1,1,40
seq_00215,0.142,3.431,3606.88,471,6.1276,891600000.0,456.6,42,1,0,1,1,40
seq_00216,0.142,3.434,3606.32,472,4.3843,1682279936.0,456.6,42,1,0,1,1,40
seq_00217,0.1422,3.439,3600.61,470,3.5007,1269405952.0,456.6,42,1,0,1,1,40
seq_00218,0.1424,3.445,3595.47,473,4.7417,1830023808.0,456.6,42,1,0,1,1,40
seq_00219,0.1421,3.436,3603.04,471,5.2661,1594927232.0,456.6,42,1,0,1,1,40
seq_00220,0.142,3.435,3605.87,470,5.8622,1462122752.0,456.6,42,1,0,1,1,40
seq_00221,0.1419,3.434,3607.45,472,5.3682,1385271552.0,456.6,42,1,0,1,1,40
seq_00222,0.1419,3.431,3608.54,471,5.8062,1515092608.0,456.6,42,1,0,1,1,40
seq_00223,0.1422,3.44,3599.98,471,5.4608,2740743168.0,456.6,42,1,0,1,1,40
seq_00224,0.1426,3.447,3591.37,471,5.3618,2550486016.0,456.6,42,1,0,1,1,40
seq_00225,0.1426,3.445,3590.1,471,3.7294,550270848.0,456.6,42,1,0,1,1,40
seq_00226,0.1422,3.439,3600.2,471,3.8845,1934612736.0,456.6,42,1,0,1,1,40
seq_00227,0.1419,3.432,3606.98,473,5.0126,1856394112.0,456.6,42,1,0,1,1,40
seq_00228,0.1424,3.438,3596.43,472,4.729,1324717568.0,456.6,42,1,0,1,1,40
seq_00229,0.1423,3.439,3599.17,471,4.3195,470062496.0,456.6,42,1,0,1,1,40
seq_00230,0.1424,3.444,3595.67,472,4.3807,1110395392.0,456.6,42,1,0,1,1,40
seq_00231,0.1426,3.445,3591.44,471,4.6727,641159936.0,456.6,42,1,0,1,1,40
seq_00232,0.1426,3.45,3589.41,470,5.8504,874847040.0,456.6,42,1,0,1,1,40
seq_00233,0.1424,3.442,3595.98,475,4.1041,1122578304.0,456.6,42,1,0,1,1,40
seq_00234,0.1423,3.443,3598.21,471,6.0283,2169094912.0,456.6,42,1,0,1,1,40
seq_00235,0.1422,3.439,3601.05,472,6.0259,1458574208.0,456.6,42,1,0,1,1,40
seq_00236,0.1427,3.45,3587.86,472,4.104,1611221248.0,456.6,42,1,0,1,1,40
seq_00237,0.1424,3.443,3596.2,471,4.3594,1659987456.0,456.6,42,1,0,1,1,40
seq_00238,0.1424,3.444,3595.57,474,4.6697,696797376.0,456.6,42,1,0,1,1,40
seq_00239,0.1421,3.438,3601.89,473,4.8839,757496896.0,456.6,42,1,0,1,1,40
seq_00240,0.1424,3.444,3595.24,470,5.1224,984870976.0,456.6,42,1,0,1,1,40
seq_00241,0.1425,3.447,3591.86,470,4.7246,2121670528.0,456.6,42,1,0,1,1,40
seq_00242,0.1421,3.437,3603.49,471,5.2451,2138776064.0,456.6,42,1,0,1,1,40
seq_00243,0.1425,3.446,3593.48,470,3.7893,962262016.0,456.6,42,1,0,1,1,40
seq_00244,0.1424,3.442,3596.57,471,3.857,1221146112.0,456.6,42,1,0,1,1,40
seq_00245,0.1425,3.446,3591.92,470,3.9562,971443840.0,456.6,42,1,0,1,1,40
seq_00246,0.1424,3.444,3595.2,472,5.9033,1618931712.0,456.6,42,1,0,1,1,40
seq_00247,0.1421,3.435,3603.34,471,6.5265,2076847232.0,456.6,42,1,0,1,1,40
seq_00248,0.1422,3.44,3601.01,470,4.4725,732138304.0,456.6,42,1,0,1,1,40
seq_00249,0.1419,3.43,3609.42,470,4.5981,2028748800.0,456.6,42,1,0,1,1,40
seq_00250,0.1427,3.451,3587.83,471,4.3391,1031395968.0,456.6,42,1,0,1,1,40
seq_00251,0.1425,3.446,3593.71,470,4.294,1476969728.0,456.6,42,1,0,1,1,40
seq_00252,0.1427,3.45,3588.59,470,5.0186,432632352.0,456.6,42,1,0,1,1,40
seq_00253,0.1428,3.452,3586.1,470,6.7031,1154304768.0,456.6,42,1,0,1,1,40
seq_00254,0.1422,3.438,3600.61,471,6.5841,1542472576.0,456.6,42,1,0,1,1,40
seq_00255,0.1429,3.456,3583.68,470,5.3819,1331359232.0,456.6,42,1,0,1,1,40
seq_00256,0.1427,3.448,3589.11,471,4.9047,1204773504.0,456.6,42,1,0,1,1,40
seq_00257,0.1423,3.441,3599.02,472,3.5903,959926592.0,456.6,42,1,0,1,1,40
seq_00258,0.1427,3.45,3589.04,470,3.3067,1216575488.0,456.6,42,1,0,1,1,40
seq_00259,0.1423,3.442,3597.16,471,5.1217,968243584.0,456.6,42,1,0,1,1,40
seq_00260,0.1427,3.451,3588.51,472,4.9578,1859204096.0,456.6,42,1,0,1,1,40
seq_00261,0.1423,3.437,3599.28,471,3.1165,1346947456.0,456.6,42,1,0,1,1,40
seq_00262,0.1426,3.449,3590.83,471,6.0014,2421485312.0,456.6,42,1,0,1,1,40
seq_00263,0.1428,3.453,3584.26,470,5.7673,2079356288.0,456.6,42,1,0,1,1,40
seq_00264,0.1422,3.439,3599.77,472,5.332,1532347008.0,456.6,42,1,0,1,1,40
seq_00265,0.1429,3.454,3583.91,472,3.5725,1956976768.0,456.6,42,1,0,1,1,40
seq_00266,0.1424,3.445,3594.25,471,4.0871,1571995264.0,456.6,42,1,0,1,1,40
seq_00267,0.143,3.459,3581.26,470,4.4682,2154822912.0,456.6,42,1,0,1,1,40
seq_00268,0.1427,3.449,3588.34,470,3.332,2038920064.0,456.6,42,1,0,1,1,40
seq_00269,0.1428,3.453,3584.91,471,3.4421,638862592.0,456.6,42,1,0,1,1,40
seq_00270,0.1428,3.454,3585.13,470,3.62,1411599616.0,456.6,42,1,0,1,1,40
seq_00271,0.1424,3.444,3596.38,472,4.8028,2186632704.0,456.6,42,1,0,1,1,40
seq_00272,0.1429,3.454,3584.06,473,4.5486,1307494784.0,456.6,42,1,0,1,1,40
seq_00273,0.1424,3.443,3595.69,474,4.5621,1803391488.0,456.6,42,1,0,1,1,40
seq_00274,0.1428,3.453,3585.59,472,3.9782,1688062336.0,456.6,42,1,0,1,1,40
seq_00275,0.1426,3.449,3590.19,471,3.6629,1640929664.0,456.6,42,1,0,1,1,40
seq_00276,0.1426,3.448,3590.11,470,5.382,2264117760.0,456.6,42,1,0,1,1,40
seq_00277,0.1428,3.454,3586.1,471,4.5416,1112370944.0,456.6,42,1,0,1,1,40
seq_00278,0.1428,3.453,3586.22,474,4.8312,954851904.0,456.6,42,1,0,1,1,40
