seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,num_iterations
seq_00054,0.1421,3.425,3603.69,471,4.4646,973965120.0,456.6,42,1,0,1,1,40
seq_00055,0.1425,3.438,3593.33,473,4.0139,2216183808.0,456.6,42,1,0,1,1,40
seq_00056,0.1417,3.419,3612.98,470,4.7875,472606624.0,456.6,42,1,0,1,1,40
seq_00057,0.1417,3.421,3613.41,475,4.8624,1612949248.0,456.6,42,1,0,1,1,40
seq_00058,0.1422,3.43,3600.79,471,4.2517,962614464.0,456.6,42,1,0,1,1,40
seq_00059,0.1415,3.415,3618.01,471,4.1924,1336921728.0,456.6,42,1,0,1,1,40
seq_00060,0.1426,3.441,3589.7,470,4.4752,1576351872.0,456.6,42,1,0,1,1,40
seq_00061,0.1418,3.422,3610.37,471,3.7875,1273317376.0,456.6,42,1,0,1,1,40
seq_00062,0.1417,3.417,3613.67,472,4.6859,604724480.0,456.6,42,1,0,1,1,40
seq_00063,0.1414,3.413,3619.7,471,5.3976,777784576.0,456.6,42,1,0,1,1,40
seq_00064,0.1418,3.423,3610.51,472,4.1083,1242993408.0,456.6,42,1,0,1,1,40
seq_00065,0.1415,3.418,3617.27,470,3.5031,1859867264.0,456.6,42,1,0,1,1,40
seq_00066,0.1419,3.424,3609.26,471,5.1418,1366599168.0,456.6,42,1,0,1,1,40
seq_00067,0.1418,3.424,3609.45,471,5.4683,1582787200.0,456.6,42,1,0,1,1,40
seq_00068,0.1416,3.417,3616.7,470,4.4206,1133263872.0,456.6,42,1,0,1,1,40
seq_00069,0.1417,3.421,3613.68,470,4.5227,633287872.0,456.6,42,1,0,1,1,40
seq_00070,0.1418,3.42,3611.58,471,5.0226,1653774336.0,456.6,42,1,0,1,1,40
seq_00071,0.1417,3.419,3613.55,471,5.279,1946776064.0,456.6,42,1,0,1,1,40
seq_00072,0.1425,3.434,3594.18,472,3.4406,968441216.0,456.6,42,1,0,1,1,40
seq_00073,0.1426,3.437,3590.85,470,3.1392,829776448.0,456.6,42,1,0,1,1,40
seq_00074,0.142,3.424,3605.71,473,4.3273,574816448.0,456.6,42,1,0,1,1,40
seq_00075,0.1425,3.437,3594.13,472,5.3888,915811072.0,456.6,42,1,0,1,1,40
seq_00076,0.1423,3.43,3599.11,474,5.6502,1281501440.0,456.6,42,1,0,1,1,40
seq_00077,0.1418,3.422,3609.49,471,4.2696,2095588864.0,456.6,42,1,0,1,1,40
seq_00078,0.1423,3.431,3598.75,470,4.5946,1704420096.0,456.6,42,1,0,1,1,40
seq_00079,0.1419,3.422,3607.31,472,3.901,1335604096.0,456.6,42,1,0,1,1,40
seq_00080,0.1417,3.419,3613.91,470,3.1663,1090327424.0,456.6,42,1,0,1,1,40
seq_00081,0.1415,3.418,3617.42,471,3.8359,1171530112.0,456.6,42,1,0,1,1,40
seq_00082,0.1415,3.417,3618.24,471,6.6921,778425664.0,456.6,42,1,0,1,1,40
seq_00083,0.1418,3.424,3611.51,475,4.7678,1286220288.0,456.6,42,1,0,1,1,40
seq_00084,0.1417,3.421,3614.36,471,4.5171,706117248.0,456.6,42,1,0,1,1,40
seq_00085,0.1415,3.415,3619.42,471,3.7281,816640896.0,456.6,42,1,0,1,1,40
seq_00086,0.1414,3.416,3619.81,473,5.4065,2604756224.0,456.6,42,1,0,1,1,40
seq_00087,0.1418,3.423,3611.34,474,4.6082,698142336.0,456.6,42,1,0,1,1,40
seq_00088,0.1421,3.429,3604.32,473,4.5733,2430049536.0,456.6,42,1,0,1,1,40
seq_00089,0.1422,3.43,3600.57,473,4.3583,1383420416.0,456.6,42,1,0,1,1,40
seq_00090,0.1426,3.438,3590.14,471,4.8743,824272896.0,456.6,42,1,0,1,1,40
seq_00091,0.1427,3.439,3586.83,470,3.8492,1094041728.0,456.6,42,1,0,1,1,40
seq_00092,0.1424,3.435,3595.05,473,4.4299,718006144.0,456.6,42,1,0,1,1,40
seq_00093,0.1423,3.429,3598.89,472,4.6584,611594944.0,456.6,42,1,0,1,1,40
seq_00094,0.1416,3.418,3614.84,470,2.6631,714597440.0,456.6,42,1,0,1,1,40
seq_00095,0.142,3.428,3605.91,470,4.6468,810078720.0,456.6,42,1,0,1,1,40
seq_00096,0.1422,3.432,3599.91,472,4.8205,754604096.0,456.6,42,1,0,1,1,40
seq_00097,0.1418,3.422,3611.12,470,4.1321,1518851200.0,456.6,42,1,0,1,1,40
seq_00098,0.1425,3.436,3592.29,474,4.0161,1685240960.0,456.6,42,1,0,1,1,40
seq_00099,0.1418,3.422,3611.01,470,4.3359,1242104576.0,456.6,42,1,0,1,1,40
seq_00100,0.1423,3.436,3598.05,470,3.8671,711903808.0,456.6,42,1,0,1,1,40
seq_00101,0.142,3.429,3604.4,471,4.1363,1139549696.0,456.6,42,1,0,1,1,40
seq_00102,0.142,3.429,3605.36,471,4.3534,2093671168.0,456.6,42,1,0,1,1,40
seq_00103,0.1423,3.435,3598.37,472,6.0675,1234798464.0,456.6,42,1,0,1,1,40
seq_00104,0.1419,3.427,3607.64,470,3.8189,1697396352.0,456.6,42,1,0,1,1,40
seq_00105,0.1424,3.434,3595.88,472,3.2115,1055593024.0,456.6,42,1,0,1,1,40
seq_00106,0.142,3.425,3606.49,473,4.7642,1041545280.0,456.6,42,1,0,1,1,40
seq_00107,0.1414,3.415,3620.93,471,5.6991,984713216.0,456.6,42,1,0,1,1,40
seq_00108,0.1417,3.421,3614.23,474,4.5048,525480896.0,456.6,42,1,0,1,1,40
seq_00109,0.142,3.43,3605.36,471,4.1852,1068920512.0,456.6,42,1,0,1,1,40
seq_00110,0.1421,3.433,3602.21,474,5.0573,1104679040.0,456.6,42,1,0,1,1,40
seq_00111,0.142,3.429,3604.94,472,5.5145,1225689344.0,456.6,42,1,0,1,1,40
seq_00112,0.1424,3.438,3595.93,471,6.4309,1218340352.0,456.6,42,1,0,1,1,40
seq_00113,0.1421,3.431,3603.63,471,3.8286,2777401344.0,456.6,42,1,0,1,1,40
seq_00114,0.1426,3.438,3590.89,470,4.6729,1548228992.0,456.6,42,1,0,1,1,40
seq_00115,0.1423,3.431,3598.48,471,4.788,899191296.0,456.6,42,1,0,1,1,40
seq_00116,0.1422,3.429,3601.63,471,4.1897,690534016.0,456.6,42,1,0,1,1,40
seq_00117,0.1428,3.443,3585.68,470,5.0373,1696114688.0,456.6,42,1,0,1,1,40
seq_00118,0.1423,3.436,3597.19,470,6.387,919106176.0,456.6,42,1,0,1,1,40
seq_00119,0.1431,3.447,3577.35,472,5.7029,2309174272.0,456.6,42,1,0,1,1,40
seq_00120,0.143,3.448,3580.98,472,5.6529,1340322688.0,456.6,42,1,0,1,1,40
seq_00121,0.1421,3.427,3602.66,471,3.1271,544372736.0,456.6,42,1,0,1,1,40
seq_00122,0.142,3.428,3605.96,472,5.3413,1786015872.0,456.6,42,1,0,1,1,40
seq_00123,0.1422,3.43,3600.83,473,6.2239,1092404864.0,456.6,42,1,0,1,1,40
seq_00124,0.1424,3.438,3594.82,473,4.1386,1205246976.0,456.6,42,1,0,1,1,40
seq_00125,0.1419,3.425,3608.97,472,4.6063,1228664320.0,456.6,42,1,0,1,1,40
seq_00126,0.1427,3.446,3586.86,471,5.8727,1123130880.0,456.6,42,1,0,1,1,40
seq_00127,0.1421,3.431,3603.84,471,3.6718,1439764864.0,456.6,42,1,0,1,1,40
seq_00128,0.1423,3.432,3598.35,471,4.3141,1645100672.0,456.6,42,1,0,1,1,40
seq_00129,0.1423,3.43,3599.04,475,5.5948,1831015296.0,456.6,42,1,0,1,1,40
seq_00130,0.1426,3.44,3589.62,471,6.1296,1265523456.0,456.6,42,1,0,1,1,40
seq_00131,0.1428,3.442,3586.23,473,4.3563,1033576000.0,456.6,42,1,0,1,1,40
seq_00132,0.1426,3.44,3590.01,472,4.1876,1371204992.0,456.6,42,1,0,1,1,40
seq_00133,0.1427,3.445,3587.17,472,5.7125,1783942400.0,456.6,42,1,0,1,1,40
seq_00134,0.1423,3.434,3599.17,470,5.7199,2070696576.0,456.6,42,1,0,1,1,40
seq_00135,0.1419,3.428,3607.82,470,4.7279,1454562432.0,456.6,42,1,0,1,1,40
seq_00136,0.1418,3.425,3610.52,471,4.5013,1997349120.0,456.6,42,1,0,1,1,40
seq_00137,0.1422,3.435,3599.82,470,4.7138,1485550080.0,456.6,42,1,0,1,1,40
seq_00138,0.1423,3.437,3597.22,471,4.2574,1135208832.0,456.6,42,1,0,1,1,40
seq_00139,0.1423,3.434,3599.07,471,4.1962,1325250816.0,456.6,42,1,0,1,1,40
seq_00140,0.1423,3.436,3598.22,470,4.3649,1315911168.0,456.6,42,1,0,1,1,40
seq_00141,0.1422,3.434,3601.46,470,4.0459,1253583488.0,456.6,42,1,0,1,1,40
seq_00142,0.1423,3.436,3597.26,472,5.1056,1470050304.0,456.6,42,1,0,1,1,40
seq_00143,0.1424,3.438,3596.69,471,4.2043,2355042048.0,456.6,42,1,0,1,1,40
seq_00144,0.1424,3.439,3594.65,473,5.0749,373170112.0,456.6,42,1,0,1,1,40
seq_00145,0.1427,3.446,3587.78,472,4.2021,1288818304.0,456.6,42,1,0,1,1,40
seq_00146,0.1424,3.44,3594.79,472,4.3884,1587882240.0,456.6,42,1,0,1,1,40
seq_00147,0.1425,3.44,3593.68,472,4.5724,785210560.0,456.6,42,1,0,1,1,40
seq_00148,0.1424,3.439,3596.2,470,4.3427,1247812992.0,456.6,42,1,0,1,1,40
seq_00149,0.1425,3.442,3591.84,472,4.4374,1257993088.0,456.6,42,1,0,1,1,40
seq_00150,0.1425,3.443,3593.14,470,6.7577,354982208.0,456.6,42,1,0,1,1,40
seq_00151,0.1423,3.437,3598.12,470,4.3334,881696768.0,456.6,42,1,0,1,1,40
seq_00152,0.1424,3.44,3594.55,471,4.1797,2861065216.0,456.6,42,1,0,1,1,40
seq_00153,0.1428,3.442,3586.04,471,5.6507,1336478208.0,456.6,42,1,0,1,1,40
seq_00154,0.1429,3.445,3583.62,473,2.8255,1357672320.0,456.6,42,1,0,1,1,40
seq_00155,0.143,3.449,3579.62,472,6.03,3386793984.0,456.6,42,1,0,1,1,40
seq_00156,0.1423,3.433,3599.28,472,3.764,545934464.0,456.6,42,1,0,1,1,40
seq_00157,0.1424,3.44,3594.58,471,3.4795,727154624.0,456.6,42,1,0,1,1,40
seq_00158,0.1427,3.447,3587.53,471,6.8331,1774399872.0,456.6,42,1,0,1,1,40
seq_00159,0.1422,3.435,3599.48,472,4.2547,2070483328.0,456.6,42,1,0,1,1,40
seq_00160,0.1426,3.445,3589.41,472,5.8894,2189382912.0,456.6,42,1,0,1,1,40
seq_00161,0.1424,3.435,3595.32,473,6.0007,1530436864.0,456.6,42,1,0,1,1,40
seq_00162,0.1424,3.441,3594.89,471,4.0943,1031702912.0,456.6,42,1,0,1,1,40
seq_00163,0.1427,3.441,3588.34,472,5.7648,773370368.0,456.6,42,1,0,1,1,40
seq_00164,0.1426,3.443,3589.54,471,5.635,1591602688.0,456.6,42,1,0,1,1,40
seq_00165,0.1425,3.441,3592.71,475,4.1533,1932529024.0,456.6,42,1,0,1,1,40
seq_00166,0.1423,3.436,3598.11,471,4.4252,988618176.0,456.6,42,1,0,1,1,40
seq_00167,0.1425,3.442,3593.35,473,4.6592,1353731456.0,456.6,42,1,0,1,1,40
seq_00168,0.1425,3.441,3593.53,471,6.6243,980537472.0,456.6,42,1,0,1,1,40
seq_00169,0.1427,3.448,3588.04,470,3.6736,2420349440.0,456.6,42,1,0,1,1,40
seq_00170,0.1428,3.445,3585.83,470,3.7952,1895172224.0,456.6,42,1,0,1,1,40
seq_00171,0.1425,3.441,3592.25,471,4.7737,2794772736.0,456.6,42,1,0,1,1,40
seq_00172,0.1427,3.446,3586.71,473,4.6938,2907046144.0,456.6,42,1,0,1,1,40
seq_00173,0.1422,3.434,3600.25,471,5.9627,711925568.0,456.6,42,1,0,1,1,40
seq_00174,0.1428,3.451,3584.38,472,3.9463,1418757888.0,456.6,42,1,0,1,1,40
seq_00175,0.1422,3.433,3601.39,471,3.4476,1375742336.0,456.6,42,1,0,1,1,40
seq_00176,0.1425,3.442,3593.99,472,4.1146,1057668864.0,456.6,42,1,0,1,1,40
seq_00177,0.1427,3.448,3586.77,471,4.8133,1662319360.0,456.6,42,1,0,1,1,40
seq_00178,0.1422,3.435,3600.68,473,6.1315,844771648.0,456.6,42,1,0,1,1,40
seq_00179,0.1425,3.441,3593.23,471,6.3514,1525974144.0,456.6,42,1,0,1,1,40
seq_00180,0.1435,3.459,3568.65,473,6.6086,455598464.0,456.6,42,1,0,1,1,40
seq_00181,0.1432,3.451,3576.55,472,5.0133,879657536.0,456.6,42,1,0,1,1,40
seq_00182,0.1425,3.439,3592.65,472,3.6391,1402274432.0,456.6,42,1,0,1,1,40
seq_00183,0.1433,3.454,3572.7,471,5.6163,1618289664.0,456.6,42,1,0,1,1,40
seq_00184,0.1434,3.457,3570.77,473,5.1979,2140261376.0,456.6,42,1,0,1,1,40
seq_00185,0.1432,3.452,3575.89,472,4.2261,1747760256.0,456.6,42,1,0,1,1,40
seq_00186,0.143,3.452,3579.92,473,3.6602,746367680.0,456.6,42,1,0,1,1,40
seq_00187,0.1431,3.453,3578.34,471,4.8856,1240385792.0,456.6,42,1,0,1,1,40
seq_00188,0.1429,3.45,3582.08,472,3.7976,1172155904.0,456.6,42,1,0,1,1,40
seq_00189,0.1432,3.458,3574.51,470,6.5389,948571200.0,456.6,42,1,0,1,1,40
seq_00190,0.1425,3.441,3593.72,471,4.5173,2290151424.0,456.6,42,1,0,1,1,40
seq_00191,0.1428,3.447,3585.68,472,3.8327,857109760.0,456.6,42,1,0,1,1,40
seq_00192,0.1431,3.455,3579.04,472,4.2406,2232590080.0,456.6,42,1,0,1,1,40
seq_00193,0.1424,3.438,3594.64,472,4.4467,1229269120.0,456.6,42,1,0,1,1,40
seq_00194,0.1428,3.448,3584.59,473,5.9866,1326335616.0,456.6,42,1,0,1,1,40
seq_00195,0.1425,3.44,3593.25,472,3.8364,1510525056.0,456.6,42,1,0,1,1,40
seq_00196,0.1425,3.441,3593.13,472,5.5202,2862986752.0,456.6,42,1,0,1,1,40
seq_00197,0.1428,3.449,3584.67,470,4.34,1773114368.0,456.6,42,1,0,1,1,40
seq_00198,0.1427,3.446,3588.32,472,3.7009,880078784.0,456.6,42,1,0,1,1,40
seq_00199,0.1425,3.44,3594.21,471,4.7205,1023150976.0,456.6,42,1,0,1,1,40
seq_00200,0.1424,3.439,3596.65,471,5.366,2851291904.0,456.6,42,1,0,1,1,40
seq_00201,0.1428,3.447,3585.51,471,5.2047,1603238656.0,456.6,42,1,0,1,1,40
seq_00202,0.1463,3.497,3499.6,470,4.9645,1865373952.0,456.6,42,1,0,1,1,40
seq_00203,0.1458,3.489,3510.72,472,6.0092,1019478976.0,456.6,42,1,0,1,1,40
seq_00204,0.1429,3.446,3583.1,471,4.587,1257518208.0,456.6,42,1,0,1,1,40
seq_00205,0.1432,3.455,3574.97,471,5.7305,1041515520.0,456.6,42,1,0,1,1,40
seq_00206,0.1427,3.443,3588.86,471,4.5185,1328845056.0,456.6,42,1,0,1,1,40
seq_00207,0.1437,3.461,3562.41,472,6.5567,1294257536.0,456.6,42,1,0,1,1,40
seq_00208,0.1429,3.451,3581.97,471,2.8726,1723442560.0,456.6,42,1,0,1,1,40
seq_00209,0.1427,3.444,3588.3,471,5.1433,1184767872.0,456.6,42,1,0,1,1,40
seq_00210,0.1429,3.449,3581.75,473,6.5673,1043324864.0,456.6,42,1,0,1,1,40
seq_00211,0.143,3.453,3580.44,473,4.657,1556626432.0,456.6,42,1,0,1,1,40
seq_00212,0.1428,3.445,3586.56,470,4.9894,1298396672.0,456.6,42,1,0,1,1,40
seq_00213,0.1428,3.449,3584.73,473,3.9949,1139882368.0,456.6,42,1,0,1,1,40
seq_00214,0.1428,3.448,3585.26,474,6.2497,656377152.0,456.6,42,1,0,1,1,40
seq_00215,0.1429,3.451,3583.78,471,6.1276,891600000.0,456.6,42,1,0,1,1,40
seq_00216,0.1432,3.459,3575.78,472,4.3843,1682279936.0,456.6,42,1,0,1,1,40
seq_00217,0.1426,3.443,3591.57,470,3.5007,1269405952.0,456.6,42,1,0,1,1,40
seq_00218,0.1435,3.461,3568.75,473,4.7417,1830023808.0,456.6,42,1,0,1,1,40
seq_00219,0.1435,3.462,3566.97,471,5.2661,1594927232.0,456.6,42,1,0,1,1,40
seq_00220,0.1437,3.468,3563.42,470,5.8622,1462122752.0,456.6,42,1,0,1,1,40
seq_00221,0.143,3.453,3580.77,472,5.3682,1385271552.0,456.6,42,1,0,1,1,40
seq_00222,0.1433,3.458,3573.16,471,5.8062,1515092608.0,456.6,42,1,0,1,1,40
seq_00223,0.1432,3.456,3575.91,471,5.4608,2740743168.0,456.6,42,1,0,1,1,40
seq_00224,0.1435,3.463,3567.09,471,5.3618,2550486016.0,456.6,42,1,0,1,1,40
seq_00225,0.143,3.453,3579.23,471,3.7294,550270848.0,456.6,42,1,0,1,1,40
seq_00226,0.1422,3.432,3600.01,471,3.8845,1934612736.0,456.6,42,1,0,1,1,40
seq_00227,0.1421,3.433,3604.25,473,5.0126,1856394112.0,456.6,42,1,0,1,1,40
seq_00228,0.1421,3.433,3602.82,472,4.729,1324717568.0,456.6,42,1,0,1,1,40
seq_00229,0.1427,3.445,3588.93,471,4.3195,470062496.0,456.6,42,1,0,1,1,40
seq_00230,0.1419,3.427,3609.12,472,4.3807,1110395392.0,456.6,42,1,0,1,1,40
seq_00231,0.1421,3.433,3603.23,471,4.6727,641159936.0,456.6,42,1,0,1,1,40
seq_00232,0.1417,3.426,3613.65,470,5.8504,874847040.0,456.6,42,1,0,1,1,40
seq_00233,0.1417,3.425,3612.96,475,4.1041,1122578304.0,456.6,42,1,0,1,1,40
seq_00234,0.1418,3.428,3611.36,471,6.0283,2169094912.0,456.6,42,1,0,1,1,40
seq_00235,0.1416,3.423,3614.68,472,6.0259,1458574208.0,456.6,42,1,0,1,1,40
seq_00236,0.142,3.431,3606.8,472,4.104,1611221248.0,456.6,42,1,0,1,1,40
seq_00237,0.1426,3.442,3590.98,471,4.3594,1659987456.0,456.6,42,1,0,1,1,40
seq_00238,0.1424,3.441,3594.78,474,4.6697,696797376.0,456.6,42,1,0,1,1,40
seq_00239,0.1421,3.434,3603.25,473,4.8839,757496896.0,456.6,42,1,0,1,1,40
seq_00240,0.1421,3.433,3603.57,470,5.1224,984870976.0,456.6,42,1,0,1,1,40
seq_00241,0.1421,3.434,3602.76,470,4.7246,2121670528.0,456.6,42,1,0,1,1,40
seq_00242,0.1415,3.421,3617.28,471,5.2451,2138776064.0,456.6,42,1,0,1,1,40
seq_00243,0.1421,3.433,3601.83,470,3.7893,962262016.0,456.6,42,1,0,1,1,40
seq_00244,0.142,3.432,3606.63,471,3.857,1221146112.0,456.6,42,1,0,1,1,40
seq_00245,0.1417,3.425,3612.79,470,3.9562,971443840.0,456.6,42,1,0,1,1,40
seq_00246,0.1427,3.446,3587.14,472,5.9033,1618931712.0,456.6,42,1,0,1,1,40
seq_00247,0.1416,3.423,3614.64,471,6.5265,2076847232.0,456.6,42,1,0,1,1,40
seq_00248,0.1424,3.441,3594.41,470,4.4725,732138304.0,456.6,42,1,0,1,1,40
seq_00249,0.1421,3.434,3602.33,470,4.5981,2028748800.0,456.6,42,1,0,1,1,40
seq_00250,0.142,3.431,3606.21,471,4.3391,1031395968.0,456.6,42,1,0,1,1,40
seq_00251,0.1424,3.441,3595.5,470,4.294,1476969728.0,456.6,42,1,0,1,1,40
seq_00252,0.1423,3.438,3597.41,470,5.0186,432632352.0,456.6,42,1,0,1,1,40
seq_00253,0.1422,3.435,3601.06,470,6.7031,1154304768.0,456.6,42,1,0,1,1,40
seq_00254,0.1421,3.436,3601.9,471,6.5841,1542472576.0,456.6,42,1,0,1,1,40
seq_00255,0.1423,3.437,3599.3,470,5.3819,1331359232.0,456.6,42,1,0,1,1,40
seq_00256,0.1425,3.444,3591.99,471,4.9047,1204773504.0,456.6,42,1,0,1,1,40
seq_00257,0.1427,3.446,3587.92,472,3.5903,959926592.0,456.6,42,1,0,1,1,40
seq_00258,0.1426,3.444,3591.57,470,3.3067,1216575488.0,456.6,42,1,0,1,1,40
seq_00259,0.1423,3.437,3598.55,471,5.1217,968243584.0,456.6,42,1,0,1,1,40
seq_00260,0.1425,3.443,3593.33,472,4.9578,1859204096.0,456.6,42,1,0,1,1,40
seq_00261,0.1425,3.444,3592.09,471,3.1165,1346947456.0,456.6,42,1,0,1,1,40
seq_00262,0.1419,3.428,3608.62,471,6.0014,2421485312.0,456.6,42,1,0,1,1,40
seq_00263,0.1424,3.44,3595.83,470,5.7673,2079356288.0,456.6,42,1,0,1,1,40
seq_00264,0.1422,3.438,3599.6,472,5.332,1532347008.0,456.6,42,1,0,1,1,40
seq_00265,0.1425,3.444,3593.04,472,3.5725,1956976768.0,456.6,42,1,0,1,1,40
seq_00266,0.1419,3.427,3608.53,471,4.0871,1571995264.0,456.6,42,1,0,1,1,40
seq_00267,0.1425,3.443,3591.85,470,4.4682,2154822912.0,456.6,42,1,0,1,1,40
seq_00268,0.1421,3.432,3603.89,470,3.332,2038920064.0,456.6,42,1,0,1,1,40
seq_00269,0.1421,3.434,3603.18,471,3.4421,638862592.0,456.6,42,1,0,1,1,40
seq_00270,0.1426,3.446,3589.73,470,3.62,1411599616.0,456.6,42,1,0,1,1,40
seq_00271,0.1423,3.438,3598.13,472,4.8028,2186632704.0,456.6,42,1,0,1,1,40
seq_00272,0.1424,3.442,3595.59,473,4.5486,1307494784.0,456.6,42,1,0,1,1,40
seq_00273,0.1423,3.437,3598.76,474,4.5621,1803391488.0,456.6,42,1,0,1,1,40
seq_00274,0.1423,3.439,3598.49,472,3.9782,1688062336.0,456.6,42,1,0,1,1,40
seq_00275,0.1427,3.448,3587.84,471,3.6629,1640929664.0,456.6,42,1,0,1,1,40
seq_00276,0.1425,3.444,3592.49,470,5.382,2264117760.0,456.6,42,1,0,1,1,40
seq_00277,0.1424,3.442,3594.67,471,4.5416,1112370944.0,456.6,42,1,0,1,1,40
seq_00278,0.1425,3.442,3593.66,474,4.8312,954851904.0,456.6,42,1,0,1,1,40
