model,sequence_id,length,aa_L1_divergence,kmer3_JSD,kmer5_JSD,shannon_entropy,hydrophobicity,net_charge,molecular_weight,repetitive_content,low_complexity_fraction,motif_VAIK,motif_HRD,motif_DFG,motif_APE,motif_GxGxxG
progen,seq_00011,363,0.22433534069957356,0.828796542349825,0.9976611952684591,4.180140305354613,-0.46831955922865015,0.06060606060606061,47574,0.019390581717451522,0.008522727272727272,0,0,0,0,0
progen,seq_00012,510,0.513972244441853,0.77620910286712,0.9962435947679427,3.7827038073236197,-0.99,-0.025490196078431372,67044,0.021653543307086614,0.036072144288577156,0,0,0,0,0
progen,seq_00013,510,0.4920490382230574,0.7665548747170176,0.9968185133724783,3.7979712587219705,-0.9978431372549019,0.03137254901960784,65541,0.005905511811023622,0.006012024048096192,0,0,0,0,1
progen,seq_00014,510,0.33397385411037617,0.7809758725956629,0.9962035108668701,3.9818235692088826,-0.8049019607843138,0.03333333333333333,63403,0.025590551181102362,0.036072144288577156,0,0,0,0,0
progen,seq_00015,510,0.40831201480676044,0.7651742888475918,0.9964856220153187,3.9453221156997933,-0.7245098039215686,0.052941176470588235,62882,0.015748031496062992,0.02404809619238477,0,0,0,0,0
progen,seq_00016,507,0.35097650842578015,0.7985009619607303,0.9977947901765458,4.16723891985559,-0.4455621301775148,0.05719921104536489,64366,0.02178217821782178,0.018145161290322582,0,0,0,0,0
progen,seq_00017,510,0.31360596957069486,0.7715058915002151,0.9972571993087013,4.058912933260053,-0.5772549019607842,0.03529411764705882,64373,0.013779527559055118,0.008016032064128256,0,0,0,0,0
progen,seq_00018,510,0.35240691982262984,0.7761346081855319,0.9977788020045736,4.040954427513934,-0.9192156862745099,0.029411764705882353,65259,0.003937007874015748,0.004008016032064128,0,0,0,0,0
progen,seq_00019,510,0.5393366646354183,0.7690165634530092,0.9962631448288222,3.8101513221205363,-0.5019607843137255,-0.0196078431372549,62884,0.02952755905511811,0.014028056112224449,0,1,0,0,0
progen,seq_00020,510,0.19835490097527297,0.7685925634956607,0.9954099124865988,4.163034944312299,-0.28274509803921566,0.050980392156862744,65529,0.005905511811023622,0.0,1,0,1,0,1
progen,seq_00021,510,0.3436548194515848,0.7660429497675875,0.9977923965325093,4.025923381233835,-1.0835294117647059,0.07254901960784314,67895,0.01968503937007874,0.01603206412825651,1,0,0,0,0
progen,seq_00022,510,0.3414335111086291,0.781267488801095,0.9976896272299227,4.077367451543978,-0.25647058823529406,0.0,64918,0.013779527559055118,0.02004008016032064,0,0,0,0,1
progen,seq_00023,510,0.22727815318459776,0.7962287155142468,0.9958989201074779,4.2192990149402085,-0.6541176470588235,0.0784313725490196,66612,0.005905511811023622,0.002004008016032064,1,1,0,0,1
progen,seq_00024,510,0.42855081104845816,0.7759677802823933,0.9968371848225792,3.968202046915524,-0.25372549019607843,0.06274509803921569,64843,0.017716535433070866,0.056112224448897796,0,0,0,0,1
progen,seq_00025,510,0.20396239206597672,0.7848818899441121,0.9978750744117962,4.168144309035797,-0.6750980392156865,0.03137254901960784,65827,0.013779527559055118,0.0,0,0,0,0,1
progen,seq_00026,510,0.6846136699730573,0.7877363247579267,0.995889361686949,3.6611872081402694,-0.5764705882352941,0.041176470588235294,59168,0.021653543307086614,0.06613226452905811,0,0,0,0,1
progen,seq_00027,510,0.393981311146188,0.7728739195836473,0.9969918037849377,3.959667020528422,-0.6098039215686275,0.03529411764705882,62680,0.003937007874015748,0.0,0,0,0,0,0
progen,seq_00028,510,0.373567511359387,0.7820113013156936,0.9966526572021109,3.9804057008535407,0.03411764705882354,0.03137254901960784,63427,0.021653543307086614,0.026052104208416832,0,0,0,0,1
progen,seq_00029,510,0.23363539940310865,0.7690035198693668,0.9927192966392726,4.143752099218799,-0.2521568627450981,0.011764705882352941,63788,0.031496062992125984,0.050100200400801605,1,1,1,0,1
progen,seq_00030,510,0.34215157930929896,0.7672722708767036,0.9976158257644251,3.9846631990572057,-0.4896078431372549,0.0392156862745098,63934,0.003937007874015748,0.012024048096192385,0,0,0,0,1
progen,seq_00031,510,0.49640432765405046,0.7804709929372121,0.9974080646149659,3.952987643871087,-0.8125490196078431,0.06470588235294118,63162,0.017716535433070866,0.008016032064128256,0,0,0,0,1
progen,seq_00032,508,0.23261864835515894,0.7870791834035492,0.9977334603804323,4.169183371797155,-0.18031496062992125,0.023622047244094488,65936,0.009881422924901186,0.0,1,0,0,0,0
progen,seq_00033,510,0.38235015573816716,0.7931537298761133,0.9962298745530491,4.113936961128941,-0.8172549019607844,0.09019607843137255,65427,0.015748031496062992,0.03006012024048096,0,1,0,0,0
progen,seq_00034,510,0.5370953449371819,0.7925827532623818,0.9966174281248951,3.8720439388173404,-1.2411764705882353,0.056862745098039215,65861,0.017716535433070866,0.026052104208416832,0,1,0,0,0
progen,seq_00035,510,0.6878356829566217,0.7917133628297413,0.9973264882954049,3.696061990712893,-0.5380392156862744,0.0803921568627451,62727,0.011811023622047244,0.0,0,0,0,0,0
progen,seq_00036,510,0.6277806886862751,0.763887451334256,0.9955900310137866,3.662012959284692,-0.5531372549019609,0.011764705882352941,60137,0.015748031496062992,0.02404809619238477,0,0,0,1,1
progen,seq_00037,510,0.23716803324239252,0.7653623272697876,0.9933134117013209,4.122127898190835,-0.4523529411764706,0.07647058823529412,66641,0.0,0.0,0,0,0,0,1
progen,seq_00038,510,0.4341212564941091,0.7678875534655711,0.9952192030684183,3.8998889927364044,-0.8331372549019608,0.0803921568627451,63367,0.031496062992125984,0.1062124248496994,0,0,0,0,0
progen,seq_00039,510,0.30980446223109914,0.7775470077810018,0.997792525124387,4.056869935404355,-0.32431372549019616,0.03725490196078431,64234,0.00984251968503937,0.004008016032064128,0,0,0,0,1
progen,seq_00040,510,0.4870043630777081,0.779146062192261,0.9968858016444053,3.8733792780176834,-0.6605882352941176,0.043137254901960784,61655,0.015748031496062992,0.04008016032064128,0,0,0,1,0
progen,seq_00041,510,0.6114944293971464,0.7745379500591153,0.993470736801877,3.724942555006314,-0.7196078431372549,0.0392156862745098,60831,0.06299212598425197,0.1062124248496994,0,0,0,0,1
progen,seq_00042,510,0.4032690574624288,0.7601628632826495,0.9958780231544722,3.9448043359154816,-0.2166666666666667,0.06470588235294118,64867,0.011811023622047244,0.018036072144288578,0,1,1,0,1
progen,seq_00043,510,0.4857500124557683,0.7711168650898651,0.996953529311119,3.9000833671066006,-0.8907843137254903,0.07058823529411765,63096,0.017716535433070866,0.03406813627254509,0,0,0,1,1
progen,seq_00044,508,0.33565971293141034,0.7547664860631997,0.9966474406313515,3.9869828577781457,-0.1062992125984252,0.00984251968503937,63732,0.009881422924901186,0.0,0,0,0,1,0
progen,seq_00045,510,0.22564318987025742,0.7794320217990985,0.9977553761387877,4.135674824938439,-0.5384313725490196,0.056862745098039215,66579,0.00984251968503937,0.0,0,0,0,0,0
progen,seq_00046,508,0.3793010489086904,0.775312454246682,0.9973739809564098,4.032888876925396,-0.5017716535433071,0.08858267716535433,64475,0.003952569169960474,0.01609657947686117,0,0,0,1,1
progen,seq_00047,510,0.3972212070542902,0.770117847789717,0.9970478192940038,3.9511591269240514,-0.46019607843137256,0.03725490196078431,64722,0.015748031496062992,0.004008016032064128,0,0,0,0,1
progen,seq_00048,510,0.3824025726226044,0.777693662796025,0.9971141482907225,4.002749383898989,-0.8578431372549019,0.08627450980392157,63548,0.02952755905511811,0.02404809619238477,0,0,0,0,0
progen,seq_00049,510,0.5765566836010365,0.7777708148622748,0.9963706695831259,3.825012801907864,-0.6680392156862746,0.027450980392156862,61895,0.017716535433070866,0.036072144288577156,0,0,0,0,0
progen,seq_00050,510,0.21330459472762386,0.775694185583252,0.9976798122717786,4.1585374804911766,-0.4196078431372549,0.00196078431372549,65028,0.00984251968503937,0.002004008016032064,0,0,0,0,0
progen,seq_00051,510,0.23322947138814198,0.765343846722044,0.9964399822845071,4.136210405411121,-0.2870588235294118,0.054901960784313725,65907,0.007874015748031496,0.0,1,1,0,0,1
progen,seq_00052,510,0.3680930506120299,0.7950995207660245,0.9975050734257127,4.08826636917528,-0.23549019607843136,0.03529411764705882,66647,0.015748031496062992,0.0,0,0,0,0,0
progen,seq_00053,510,0.48636060516966395,0.7828131621085357,0.9969005143172445,3.916537160465937,-1.1274509803921569,0.050980392156862744,63166,0.021653543307086614,0.012024048096192385,0,0,0,0,0
progen,seq_00054,510,0.4955396509537834,0.7679401048445602,0.9969129749494487,3.874856118723222,-0.7833333333333333,0.023529411764705882,63727,0.005905511811023622,0.0,0,0,0,1,1
progen,seq_00055,510,0.24755629459781006,0.802716300210557,0.9982683689617272,4.206612414416715,-0.3827450980392157,0.07058823529411765,66853,0.007874015748031496,0.0,0,0,0,0,0
progen,seq_00056,510,0.37630326346605436,0.7820758153670586,0.9977959609393396,4.04242608129833,0.005490196078431367,0.03725490196078431,63814,0.011811023622047244,0.0,0,0,0,0,0
progen,seq_00057,510,0.5596671681824379,0.7696227897207866,0.9956973777307282,3.7583216570288713,-0.6749019607843139,0.03137254901960784,61773,0.03346456692913386,0.052104208416833664,0,0,0,1,1
progen,seq_00058,510,0.37397900340713175,0.7707592238522599,0.9975004248375641,3.942149088058687,0.030196078431372533,0.025490196078431372,62901,0.003937007874015748,0.0,0,0,0,0,0
progen,seq_00059,5,1.3999595119090833,0.9964632616173472,1.0,2.3219280948873626,-0.6000000000000001,0.0,720,0.0,0.0,0,0,0,0,0
progen,seq_00060,510,0.38027427191243407,0.7745138719219161,0.9975912448147443,3.9709364949324883,-0.38333333333333336,-0.01568627450980392,65665,0.007874015748031496,0.002004008016032064,0,1,0,0,0
progen,seq_00061,510,0.28959148775529536,0.7831855073706802,0.9979298661494311,4.1303890163524635,-0.15705882352941178,-0.00980392156862745,65794,0.005905511811023622,0.01002004008016032,0,0,0,0,0
progen,seq_00062,510,0.25741784804838647,0.7707940144907104,0.9969307042821358,4.056772180533985,-0.5649019607843138,0.025490196078431372,64078,0.02952755905511811,0.056112224448897796,0,0,0,0,0
progen,seq_00063,510,0.6286414438726654,0.7882731072127197,0.9950678515601465,3.776334251771857,-0.943921568627451,0.07058823529411765,62743,0.03346456692913386,0.08016032064128256,0,0,0,0,0
progen,seq_00064,510,0.47333701805073525,0.7548329627161456,0.9968539661184624,3.8516760026545827,-0.38333333333333336,-0.027450980392156862,63374,0.007874015748031496,0.002004008016032064,0,1,0,0,1
progen,seq_00065,509,0.47555762258187134,0.7740352977331201,0.9970771664959879,3.9053101574118396,-0.718860510805501,0.0412573673870334,63082,0.009861932938856016,0.018072289156626505,0,0,0,1,0
progen,seq_00066,508,0.2751240531800026,0.8005330961224704,0.9984856743479319,4.220241390570677,-0.17322834645669294,0.05708661417322835,66386,0.003952569169960474,0.0,0,0,1,0,0
progen,seq_00067,510,0.3148567340263668,0.7681353887158242,0.9967544650783599,4.0263389388003805,-0.7143137254901961,0.056862745098039215,65224,0.007874015748031496,0.02004008016032064,0,0,0,0,0
progen,seq_00068,510,0.4193910648614289,0.7912451194260737,0.9956808690475645,3.9827637870305237,-0.9323529411764706,0.08627450980392157,64516,0.04133858267716536,0.07214428857715431,0,0,0,0,0
progen,seq_00069,510,0.28345653593858733,0.7795900435641506,0.997197564800083,4.107941783324655,-0.5864705882352942,0.03137254901960784,64046,0.015748031496062992,0.018036072144288578,0,0,0,0,0
progen,seq_00070,510,0.5935438741436317,0.7813327460154589,0.9973365791836553,3.796988684530966,-0.8245098039215686,0.0058823529411764705,61429,0.011811023622047244,0.004008016032064128,0,0,0,0,1
progen,seq_00071,510,0.2953073371866827,0.7855060806906865,0.9978799275760852,4.145767616330506,-0.4701960784313725,0.025490196078431372,64705,0.017716535433070866,0.01002004008016032,0,0,0,1,1
progen,seq_00072,510,0.2645881137477189,0.7889779039590431,0.9977434738479259,4.139818557411997,-0.19333333333333336,0.03725490196078431,67003,0.005905511811023622,0.0,0,0,0,0,0
progen,seq_00073,510,0.82180287117779,0.7977279701843466,0.9941124615160406,3.4976479231229445,-0.6676470588235295,0.056862745098039215,59104,0.05511811023622047,0.11422845691382766,0,0,0,1,1
progen,seq_00074,510,0.6446588296614824,0.7806029785142581,0.9955656387514549,3.5831911582006724,-0.3752941176470589,0.050980392156862744,60457,0.03740157480314961,0.06613226452905811,0,0,0,1,0
progen,seq_00075,6,1.3775322508586267,0.9971078829629779,1.0,2.584962500721156,-1.5,0.0,826,0.0,0.0,0,0,0,0,0
progen,seq_00076,510,0.40460179729893236,0.7644288339794596,0.9961354740837497,3.9270126209223473,-0.8135294117647058,0.09019607843137255,64184,0.01968503937007874,0.028056112224448898,0,0,0,0,0
progen,seq_00077,510,0.6325246049331412,0.7912556592784944,0.9969646096256403,3.695445787663363,-0.5133333333333333,-0.00980392156862745,61131,0.017716535433070866,0.026052104208416832,0,0,0,1,1
progen,seq_00078,510,0.21501963083840187,0.776844893957862,0.9975920953540782,4.119411949720219,-0.7005882352941176,0.029411764705882353,65071,0.011811023622047244,0.004008016032064128,0,0,0,1,1
progen,seq_00079,510,0.5797526626600156,0.7866247529796769,0.9962343840562576,3.832187502387005,-0.9056862745098041,0.07450980392156863,63145,0.03346456692913386,0.05410821643286573,0,0,0,0,0
progen,seq_00080,510,0.3554109568603361,0.7768821823243864,0.9967531823853608,4.063409417191706,-0.06862745098039215,0.029411764705882353,65753,0.023622047244094488,0.028056112224448898,0,0,0,0,0
progen,seq_00081,509,0.2970828345580517,0.7633967312379037,0.9963111521064172,4.019369501893085,0.029273084479371287,0.023575638506876228,63873,0.01775147928994083,0.0321285140562249,0,0,0,0,0
progen,seq_00082,510,0.34069139369371293,0.7605447001007308,0.9965793503743327,3.979968633501162,-0.2629411764705883,0.047058823529411764,63996,0.00984251968503937,0.03406813627254509,0,0,0,0,1
progen,seq_00083,510,0.5510346089682627,0.7770076656302404,0.9956400771533864,3.7457503136484855,-0.1664705882352941,-0.00784313725490196,57820,0.04330708661417323,0.07414829659318638,0,0,0,0,1
progen,seq_00084,510,0.5380769210764194,0.7578616672598172,0.9961088571034096,3.8254624451954395,-0.35490196078431374,0.06274509803921569,61428,0.017716535433070866,0.04609218436873747,0,0,0,0,1
progen,seq_00085,510,0.4498728758808692,0.7865208413321956,0.9974095143165878,3.967770622281331,-0.7147058823529412,0.07254901960784314,62413,0.007874015748031496,0.004008016032064128,0,0,0,0,1
progen,seq_00086,510,0.37373784056945036,0.7939293703728362,0.9981281863301474,4.061090710654092,-0.09352941176470589,0.0,63913,0.007874015748031496,0.006012024048096192,0,0,0,0,0
progen,seq_00087,510,0.33272235052119864,0.7818849444185083,0.9973329523854213,4.087482406839651,0.03215686274509799,0.021568627450980392,64692,0.00984251968503937,0.008016032064128256,0,0,0,0,0
progen,seq_00088,510,0.23567393645532375,0.7621914481483295,0.9971477265956987,4.051159985530329,-0.4650980392156863,0.029411764705882353,64224,0.011811023622047244,0.008016032064128256,0,0,1,0,1
progen,seq_00089,510,0.581222402260544,0.7641024569022034,0.9960335219774251,3.701222961444195,-1.0337254901960786,-0.00196078431372549,66943,0.005905511811023622,0.006012024048096192,0,0,0,0,0
progen,seq_00090,510,0.35644321155150693,0.7828592122315629,0.9973458172479682,4.02642564242309,0.003137254901960822,0.00392156862745098,65347,0.007874015748031496,0.006012024048096192,0,0,0,0,0
progen,seq_00091,508,0.4051282157690945,0.7636710979476885,0.9969750682527024,3.9851390030303855,-0.6015748031496063,0.07086614173228346,62271,0.005928853754940711,0.02414486921529175,0,0,0,0,0
progen,seq_00092,510,0.49401843207335716,0.7699556566047,0.9970502658425805,3.8146703931655606,-0.20431372549019614,0.03529411764705882,63759,0.013779527559055118,0.028056112224448898,0,0,0,0,0
progen,seq_00093,510,0.5216224541641413,0.7841287566382306,0.997146324929502,3.9520800275710277,-1.067843137254902,0.07254901960784314,64431,0.015748031496062992,0.012024048096192385,0,0,0,0,0
progen,seq_00094,510,0.3004139421384392,0.7724229206182788,0.997380241460209,4.032877359084707,-0.6950980392156862,-0.0196078431372549,64995,0.00984251968503937,0.002004008016032064,0,0,0,0,0
progen,seq_00095,510,0.5059684483069189,0.7936099574643172,0.9977245317143761,3.8470100668120986,-0.5456862745098039,0.00980392156862745,62900,0.005905511811023622,0.018036072144288578,0,0,0,0,0
progen,seq_00096,510,0.4226213451901297,0.7804104536072292,0.9969487727034505,3.9933625906780104,-0.6129411764705883,0.09803921568627451,64580,0.017716535433070866,0.026052104208416832,0,0,0,1,0
progen,seq_00097,510,0.2701368779438729,0.7972922197116347,0.9976488352455763,4.183374777542814,-0.5501960784313725,0.03137254901960784,66244,0.011811023622047244,0.02004008016032064,0,0,0,0,1
progen,seq_00098,510,0.4483856982046721,0.7698649759685935,0.9968275704608166,3.887533105535554,-0.8182352941176471,-0.054901960784313725,66972,0.00984251968503937,0.004008016032064128,0,0,0,0,0
progen,seq_00099,510,0.22374858538059628,0.7651940262599634,0.9956045857914003,4.131331288023954,-0.3301960784313726,0.09215686274509804,66480,0.00984251968503937,0.0,0,0,1,0,1
progen,seq_00100,510,0.3224810946074462,0.77051248823943,0.9967633029587725,4.0223699385724245,-0.4674509803921569,0.03529411764705882,64107,0.017716535433070866,0.022044088176352707,0,0,0,0,0
progen,seq_00101,509,0.5513728722769009,0.7741627700394955,0.995275295380448,3.8237710352369665,-0.3842829076620825,0.06286836935166994,61178,0.029585798816568046,0.050200803212851405,0,0,0,0,0
progen,seq_00102,510,0.34555501534933913,0.7782357551831248,0.9959068564662114,4.034273697117101,-0.31529411764705884,0.03137254901960784,64259,0.03346456692913386,0.06212424849699399,0,0,1,0,0
progen,seq_00103,509,0.4702371182397629,0.764387840493132,0.9967292604313858,3.8879918535504383,-0.30196463654223965,0.03536345776031434,60479,0.011834319526627219,0.03614457831325301,0,0,0,0,0
progen,seq_00104,510,0.24449291472096615,0.7771897245381738,0.9913019075068086,4.176921895748332,-0.5123529411764706,0.08235294117647059,66607,0.011811023622047244,0.0,0,0,1,0,0
progen,seq_00105,510,0.6112247551688701,0.7778616299233431,0.9960962523062998,3.681189702960459,-1.2343137254901961,-0.10392156862745099,64855,0.021653543307086614,0.07615230460921844,0,0,0,1,0
progen,seq_00106,510,0.5544887030287501,0.8061560905497983,0.9979753748958232,3.9843755914119945,-0.9047058823529411,0.045098039215686274,63461,0.021653543307086614,0.026052104208416832,0,0,0,0,0
progen,seq_00107,510,0.6367161215420186,0.7802128848612704,0.9970868957436092,3.69832997064034,-0.8023529411764706,-0.00980392156862745,61245,0.011811023622047244,0.008016032064128256,0,0,0,1,0
progen,seq_00108,510,0.6508519061158097,0.7674679707827097,0.995387562612639,3.5818167057113426,-0.33078431372549016,-0.0058823529411764705,62742,0.025590551181102362,0.04408817635270541,0,0,0,0,1
progen,seq_00109,510,0.26438069782963025,0.7813520172039812,0.9981090064098845,4.155974820053087,-0.18862745098039213,0.056862745098039215,66158,0.003937007874015748,0.0,0,0,0,0,0
progen,seq_00110,510,0.4819139095618143,0.7823270458527564,0.9973727501250804,3.8761088169332525,-0.7992156862745099,0.10196078431372549,63418,0.007874015748031496,0.012024048096192385,0,0,0,0,0
progen,seq_00111,510,0.23246717152222626,0.7926529810886893,0.9981988811580063,4.196550023856978,-0.3090196078431373,0.03725490196078431,65678,0.0,0.0,0,0,0,0,0
progen,seq_00112,510,0.20556761210054625,0.7835682317273073,0.9982753154473595,4.181300044748868,-0.19705882352941181,-0.00196078431372549,66524,0.005905511811023622,0.0,0,0,0,0,0
progen,seq_00113,510,0.29664119941110223,0.768019091254424,0.9972065438046008,4.076976164387164,-0.45647058823529413,0.06470588235294118,64026,0.00984251968503937,0.018036072144288578,0,0,0,0,0
progen,seq_00114,510,0.28731092554297566,0.793947748419158,0.9975828921324061,4.173229530275236,-0.42509803921568623,0.07058823529411765,66201,0.023622047244094488,0.026052104208416832,0,0,0,0,1
progen,seq_00115,510,0.3732897887884945,0.7818382425133578,0.9971587550143227,4.031680098830361,-0.5449019607843137,0.050980392156862744,64658,0.007874015748031496,0.02404809619238477,0,0,0,0,1
progen,seq_00116,510,0.4656737297716954,0.7731320477482281,0.9967033720276819,3.9305604021844944,-0.5066666666666666,-0.0058823529411764705,62823,0.02952755905511811,0.04208416833667335,0,0,0,0,1
progen,seq_00117,510,0.3181909652700328,0.7794222871940549,0.9973014590662402,4.091691114441545,-0.7958823529411764,0.01764705882352941,64438,0.013779527559055118,0.02004008016032064,0,0,0,0,0
progen,seq_00118,510,0.3114218574370245,0.7896761302231982,0.9974731471093823,4.131476101732618,-0.6717647058823529,0.0196078431372549,64698,0.003937007874015748,0.04208416833667335,0,0,0,0,0
progen,seq_00119,510,0.3535144224109659,0.7806411161331878,0.9963023016193381,4.05651103757368,-0.6449019607843137,0.050980392156862744,64043,0.03740157480314961,0.008016032064128256,0,0,1,0,1
progen,seq_00120,510,0.45780680336803975,0.781601154625728,0.9956167363353062,4.025525378487527,-0.4931372549019609,0.08431372549019608,63632,0.02952755905511811,0.036072144288577156,0,1,0,0,0
progen,seq_00121,510,0.3938881187300263,0.769450307729766,0.9970086310335978,3.9758895476696328,-0.9715686274509804,0.00196078431372549,66873,0.007874015748031496,0.0,0,0,0,0,0
progen,seq_00122,510,0.6165257317011076,0.7836999031815897,0.9958832546798624,3.7525265847691776,-0.9360784313725491,0.08235294117647059,61387,0.03346456692913386,0.03206412825651302,0,0,0,1,0
progen,seq_00123,510,0.4016862372793755,0.7809869017966391,0.9963866288807146,4.0201276613312,-0.5098039215686274,0.03333333333333333,63733,0.025590551181102362,0.004008016032064128,0,0,0,0,0
progen,seq_00124,510,0.2542621517654614,0.7785335306921094,0.9975056826223453,4.134159350010222,-0.9121568627450981,0.03137254901960784,67451,0.003937007874015748,0.0,0,0,1,0,0
progen,seq_00125,510,0.30711591885518624,0.7780991261829948,0.9977683176411898,4.087362493861567,-0.47,0.06470588235294118,65486,0.017716535433070866,0.006012024048096192,0,0,0,0,0
progen,seq_00126,510,0.5276852241189666,0.7736229410518437,0.9960702116861583,3.807706833594933,-0.27764705882352947,0.047058823529411764,59690,0.05511811023622047,0.07615230460921844,0,0,0,1,0
progen,seq_00127,510,0.5104528260358956,0.7834086111697528,0.9973336841253193,3.904961402080298,-0.5707843137254902,0.07450980392156863,61930,0.00984251968503937,0.026052104208416832,0,0,0,0,1
progen,seq_00128,510,0.24738075039023513,0.7724311750657076,0.9968033175685799,4.113312098624949,-0.18784313725490198,0.03725490196078431,65243,0.007874015748031496,0.01002004008016032,0,0,0,0,1
progen,seq_00129,510,0.4297045300123791,0.7642501862822795,0.9954381157821504,3.9485006071555278,-0.6276470588235294,0.047058823529411764,62772,0.031496062992125984,0.0781563126252505,0,0,0,0,0
progen,seq_00130,510,0.4348163636493047,0.7662398973737415,0.9962046792851429,3.856485361059612,-0.6023529411764705,0.00196078431372549,63857,0.025590551181102362,0.04809619238476954,0,0,0,0,0
progen,seq_00131,510,0.40245979524359377,0.7780317973355089,0.9960318432308048,4.036628400992383,-0.5784313725490197,0.03725490196078431,62462,0.03543307086614173,0.03406813627254509,0,0,0,0,1
progen,seq_00132,510,0.4069261737029439,0.7732275681521611,0.9964122148906375,3.990537979550413,-0.6399999999999999,0.043137254901960784,62729,0.027559055118110236,0.036072144288577156,0,0,1,1,0
progen,seq_00133,510,0.41452438401434905,0.7728259497521933,0.995475126578287,3.9337502576798773,0.0037254901960784076,0.0,64017,0.005905511811023622,0.0,0,0,0,0,0
progen,seq_00134,510,0.43752255041574895,0.7770920365995828,0.9970196851547143,3.9670985382862294,-0.8601960784313726,0.03725490196078431,63945,0.015748031496062992,0.006012024048096192,0,0,0,0,0
progen,seq_00135,510,0.20681062249823837,0.7766690968669281,0.9977625045337086,4.161697439524845,-0.45294117647058824,0.049019607843137254,67538,0.007874015748031496,0.0,0,0,0,0,1
progen,seq_00136,510,0.3429745291856446,0.7950184484101706,0.9977809050714833,4.138969984320134,-0.07294117647058823,0.041176470588235294,65111,0.005905511811023622,0.006012024048096192,0,0,0,0,0
progen,seq_00137,510,0.4633940025064838,0.7804075046587712,0.996537388879916,3.895933587883731,-0.44333333333333336,0.0196078431372549,62007,0.03346456692913386,0.012024048096192385,0,0,0,0,1
progen,seq_00138,510,0.4483498228543365,0.7875217981296635,0.9966064315414808,3.9796210933368936,-0.7986274509803923,0.0392156862745098,62444,0.04133858267716536,0.056112224448897796,1,0,0,1,1
progen,seq_00139,510,0.48983279431338056,0.7825156856388411,0.997074296575178,3.929497878901992,-1.0574509803921568,0.0803921568627451,65159,0.023622047244094488,0.03807615230460922,0,0,0,0,0
progen,seq_00140,510,0.38101951695709135,0.7895759034137448,0.9969472977805225,4.067795368718621,-0.7096078431372549,0.06666666666666667,65273,0.005905511811023622,0.004008016032064128,0,0,0,0,0
progen,seq_00141,510,0.5646188630703167,0.7840131506543377,0.9966423123651601,3.9112815830659966,-1.0637254901960784,0.058823529411764705,64459,0.025590551181102362,0.028056112224448898,0,0,0,0,0
progen,seq_00142,509,0.2743820848330421,0.7754606652750865,0.9972513473952874,4.088162414510403,-0.35049115913555995,0.03143418467583497,63944,0.009861932938856016,0.0,1,0,0,0,0
progen,seq_00143,510,0.2843389244676733,0.7862701617391056,0.9979151520652724,4.12534106014041,-0.7709803921568628,0.049019607843137254,65362,0.011811023622047244,0.0,0,0,0,0,0
progen,seq_00144,510,0.5054417677773927,0.7756524671663962,0.9956249619256865,3.8020545187862416,-1.4145098039215684,0.045098039215686274,64122,0.03937007874015748,0.08817635270541083,0,0,0,0,1
progen,seq_00145,510,0.615997073305071,0.7740534336942314,0.9964479141283628,3.7155279369187357,-0.6829411764705884,0.01764705882352941,59718,0.027559055118110236,0.06613226452905811,0,0,0,1,1
