model,sequence_id,length,aa_L1_divergence,kmer3_JSD,kmer5_JSD,shannon_entropy,hydrophobicity,net_charge,molecular_weight,repetitive_content,low_complexity_fraction,motif_VAIK,motif_HRD,motif_DFG,motif_APE,motif_GxGxxG
train,tr|A0A4S8K8P0|A0A4S8K8P0_MUSBA,1123,0.25190416298433943,0.6273077735386475,0.9813953566251558,4.070891476816177,0.05966162065894924,0.0213713268032057,142678,0.008920606601248885,0.007194244604316547,1,1,1,1,1
train,tr|A0A8S1YB40|A0A8S1YB40_9CILI,385,0.228833372739566,0.8072474584089903,0.98909804526268,4.178474837941372,-0.6394805194805195,0.04935064935064935,51198,0.013054830287206266,0.013368983957219251,0,1,0,1,1
train,tr|A0A5G2QTP1|A0A5G2QTP1_PIG,384,0.19945940254469977,0.8024138536144565,0.9792100372243498,4.195163040926131,-0.30130208333333336,0.026041666666666668,50711,0.002617801047120419,0.0,1,1,1,1,1
train,tr|A0A9D3P7Y9|A0A9D3P7Y9_9TELE,859,0.18350528527972892,0.6764827740905108,0.98747730756805,4.134965021205513,-0.3873108265424913,0.013969732246798603,110297,0.007001166861143524,0.007075471698113208,0,0,1,1,1
train,tr|A0A9E7G2Q7|A0A9E7G2Q7_9LILI,808,0.1370019232188765,0.6791969213853779,0.986452524249623,4.143975456331449,-0.35160891089108914,0.009900990099009901,104319,0.009925558312655087,0.0,1,1,1,1,1
train,tr|A0A9P5WSR5|A0A9P5WSR5_9FUNG,403,0.2098427131032654,0.7965329556185388,0.9920362346589433,4.154387911155975,-0.28709677419354845,0.004962779156327543,51958,0.014962593516209476,0.04336734693877551,0,1,1,0,1
train,tr|A0A2U3W6I1|A0A2U3W6I1_ODORO,584,0.23164851460153177,0.7481730971806398,0.9840413636742675,4.150028010876863,-0.674486301369863,0.07534246575342465,76712,0.001718213058419244,0.0,1,1,1,1,1
train,tr|A0A6A4RSM4|A0A6A4RSM4_SCOMX,605,0.15748004210576844,0.7472039990540222,0.9869678291745576,4.175099616476047,-0.4728925619834711,0.03305785123966942,78522,0.011608623548922056,0.008417508417508417,0,0,1,0,0
train,tr|A0A8D3EA35|A0A8D3EA35_SCOMX,1275,0.12974434740807778,0.6075457686101402,0.9804487549218279,4.194313719477871,-0.3532549019607843,0.023529411764705882,165839,0.0054988216810683424,0.0,0,1,1,1,1
train,tr|A0A8C2XNA0|A0A8C2XNA0_CYCLU,762,0.15877485561666085,0.7220406623388261,0.9864590087442257,4.20380628580236,-0.2108923884514436,0.015748031496062992,100009,0.006578947368421052,0.02130492676431425,0,1,1,0,1
train,tr|A0A673LSL7|A0A673LSL7_9TELE,1207,0.31415798547231355,0.631069838237984,0.9743667462427207,4.1320645083690986,-0.46835128417564204,0.05136702568351284,153763,0.004149377593360996,0.008361204013377926,1,0,1,1,1
train,tr|A0AAN9P0D0|A0AAN9P0D0_CROPI,215,0.26101418122170783,0.8863381236085713,0.99605138013825,4.091548239336823,-0.24697674418604648,-0.004651162790697674,27933,0.0,0.0,0,0,0,0,0
train,tr|A0AAN9MNB7|A0AAN9MNB7_PHACN,381,0.2402216487539203,0.820260848189365,0.9944290735763729,4.134106520659894,-0.017322834645669315,0.015748031496062992,49793,0.005277044854881266,0.0,1,0,0,0,0
train,tr|A0A093IAH6|A0A093IAH6_DRYPU,438,0.17668919840720068,0.7842572891657953,0.9863097490446299,4.177924793754272,-0.29748858447488585,0.02054794520547945,57449,0.0022935779816513763,0.0,1,1,1,1,1
train,tr|A0A7J9GJY3|A0A7J9GJY3_9ROSI,352,0.15234881696082936,0.8009823956522072,0.9877294989879981,4.163348233673639,-0.1610795454545455,0.002840909090909091,45710,0.005714285714285714,0.0,0,1,1,1,1
train,tr|A0A2P4TEL5|A0A2P4TEL5_BAMTH,387,0.16094410720602878,0.8045776743956172,0.9853385344981754,4.211606174328748,-0.6253229974160207,0.046511627906976744,50980,0.0,0.0,1,1,1,1,1
train,tr|A0A5D2AGC7|A0A5D2AGC7_GOSDA,710,0.25344598585846745,0.7091329013569468,0.985341116218162,4.090424271390911,-0.6223943661971832,0.056338028169014086,91364,0.022598870056497175,0.027181688125894134,0,1,1,1,1
train,tr|A0A7L1YC84|A0A7L1YC84_9PASS,552,0.1290262482613997,0.7472962729911837,0.9800122098324535,4.190958807630118,-0.26739130434782615,0.03804347826086957,72220,0.0036363636363636364,0.0,0,1,1,1,1
train,tr|A0A7L0DJ11|A0A7L0DJ11_9CHAR,474,0.1777951848685171,0.7575463393638069,0.9798744768327925,4.119876878864644,-0.470042194092827,0.04430379746835443,62729,0.00423728813559322,0.0,0,1,1,0,0
train,tr|A0A3L6R8B6|A0A3L6R8B6_PANMI,337,0.3509807497418382,0.8145695756534825,0.988921967635437,4.0224701577660396,-0.15875370919881307,0.03560830860534125,42610,0.026865671641791045,0.012269938650306749,0,1,1,1,1
train,tr|A0A3Q7G0B2|A0A3Q7G0B2_SOLLC,555,0.24049343650186916,0.7499313828384512,0.9901139774920074,4.119880944800102,-0.016936936936936927,0.032432432432432434,71774,0.0054249547920434,0.012867647058823529,1,0,1,1,1
train,tr|A0AAV0GD85|A0AAV0GD85_9ASTE,308,0.17185694195788295,0.8201032743445605,0.9892290485129207,4.173578107372826,-0.6331168831168831,0.08441558441558442,41225,0.0032679738562091504,0.0,0,1,1,1,1
train,tr|A0A673VI10|A0A673VI10_SURSU,634,0.16980569019532854,0.7361040901827859,0.9874643110645487,4.18777847881556,-0.5310725552050474,0.04574132492113565,82796,0.0015822784810126582,0.0,0,1,1,1,1
train,tr|A0AAX7TAG8|A0AAX7TAG8_ASTCA,480,0.18646964789322312,0.7611745544982887,0.9825200194400728,4.16374202287996,-0.4860416666666667,0.025,62463,0.016736401673640166,0.019189765458422176,0,1,0,1,0
train,tr|A0A2T7D8A1|A0A2T7D8A1_9POAL,607,0.20884874207689944,0.727890597277507,0.9870180680373447,4.132847458001106,-0.06803953871499178,0.014827018121911038,78318,0.003305785123966942,0.0,1,1,1,1,1
train,tr|A0AAV0RZ20|A0AAV0RZ20_9ROSI,389,0.2012149953518193,0.8208424349949742,0.9953150764763149,4.192673681516132,0.05064267352185087,0.04884318766066838,50957,0.0,0.0,1,0,0,0,0
train,tr|A0A915I6I1|A0A915I6I1_ROMCU,370,0.18419563596489574,0.8074493341504236,0.9840639135173098,4.1861020815781,-0.3143243243243243,-0.005405405405405406,49130,0.0,0.0,1,1,1,1,1
train,tr|A0A8C5P5X2|A0A8C5P5X2_9ANUR,651,0.22042874033804974,0.7351324607079608,0.9866112383121248,4.154581244250396,-0.23732718894009217,0.047619047619047616,84045,0.004622496147919877,0.0125,1,1,1,1,1
train,tr|A0A4W5K633|A0A4W5K633_9TELE,395,0.21492504401378892,0.7848285940752698,0.9834135371635278,4.131621371812604,-0.5534177215189874,0.005063291139240506,51788,0.005089058524173028,0.020833333333333332,1,1,1,1,1
train,tr|A0A7K9SL17|A0A7K9SL17_9PICI,124,0.3508854349159568,0.9210514518527865,0.9975374195604465,4.107399103962462,-0.45725806451612905,-0.04838709677419355,16264,0.0,0.0,0,0,0,0,0
train,tr|A0A453AGR7|A0A453AGR7_AEGTS,913,0.3074504077848214,0.6691339774313996,0.9873373613428699,4.04034687284469,0.06757940854326396,0.01642935377875137,116399,0.0043907793633369925,0.0022172949002217295,1,0,1,1,0
train,tr|A0A8S1VPB0|A0A8S1VPB0_9CILI,307,0.3631620596436921,0.8227700622106235,0.9914473947018548,4.076962161464251,-0.48534201954397393,0.04234527687296417,41259,0.006557377049180328,0.0,0,1,1,0,1
train,tr|A0A643C4I5|A0A643C4I5_BALPH,403,0.1968382177022511,0.796247048158461,0.9901217742746794,4.168685662894731,-0.4535980148883375,0.022332506203473945,51907,0.0,0.00510204081632653,0,0,0,1,1
train,tr|A0A099P2N1|A0A099P2N1_PICKU,314,0.26172120450158565,0.8353961633010647,0.9967979658357135,4.078522192337948,-0.25127388535031847,0.01910828025477707,41421,0.003205128205128205,0.0,0,0,0,0,0
train,tr|U3F4W3|U3F4W3_CALJA,544,0.14375376752772984,0.7325620930713677,0.9550869176374629,4.1980262616367146,-0.4516544117647059,0.04411764705882353,70750,0.007380073800738007,0.0,0,1,1,0,0
train,tr|U7PXQ4|U7PXQ4_SPOS1,463,0.29611276031321565,0.7779549279387957,0.9869803329950193,4.107557354874502,-0.34859611231101517,0.0021598272138228943,59545,0.008676789587852495,0.017699115044247787,1,0,1,1,0
train,tr|A0A2K5XW36|A0A2K5XW36_MANLE,382,0.22177955758555604,0.8039321771149429,0.98056517228613,4.2092294573591476,-0.29659685863874347,0.010471204188481676,50729,0.002631578947368421,0.0,0,1,1,1,1
train,tr|A0A060XGB7|A0A060XGB7_ONCMY,381,0.2332778852794184,0.8167869540296537,0.9954207813073321,4.120168762339064,-0.7535433070866142,0.015748031496062992,50640,0.005277044854881266,0.01891891891891892,0,0,0,0,0
train,tr|A0A078IIG1|A0A078IIG1_BRANA,396,0.2167454534454646,0.7978887595843301,0.9877410093875914,4.1632710043728505,-0.23535353535353531,0.05555555555555555,51489,0.005076142131979695,0.0025974025974025974,0,1,1,1,0
train,tr|A0A3P6BSE8|A0A3P6BSE8_BRACM,396,0.1678783655108593,0.784459886717766,0.98833766943029,4.124075508773736,-0.5722222222222223,0.06565656565656566,52268,0.0025380710659898475,0.0,0,0,1,1,1
train,tr|A0A8J0VPM6|A0A8J0VPM6_XENLA,452,0.22439455663131178,0.7838304756290063,0.9926699177680031,4.119339440179969,-0.2223451327433628,0.030973451327433628,60005,0.0044444444444444444,0.0,0,0,1,0,0
train,tr|A0A6I9QRB0|A0A6I9QRB0_ELAGV,720,0.2140467691744463,0.6870290121347116,0.982118119772709,4.091561544542532,-0.8826388888888889,-0.008333333333333333,94053,0.011142061281337047,0.014104372355430184,0,1,1,1,0
train,tr|A0A6P8PYP1|A0A6P8PYP1_GEOSA,440,0.19361985744130494,0.7841430837714563,0.989201183746008,4.112484495244179,-0.20750000000000002,0.03409090909090909,57485,0.0045662100456621,0.0,0,0,0,0,0
train,tr|A0A7J0DB08|A0A7J0DB08_9ERIC,271,0.2702028180824069,0.836111671891322,0.9900072962658061,4.112902890318724,-0.23690036900369005,0.03690036900369004,35305,0.0037174721189591076,0.0,0,1,1,1,1
train,tr|A0A6P8EHJ1|A0A6P8EHJ1_PUNGR,702,0.19410387154293002,0.7016686643097128,0.9828807827275003,4.113337930041907,-0.5924501424501425,0.0584045584045584,90715,0.007142857142857143,0.0,0,1,1,0,0
train,tr|A0A737U104|A0A737U104_SALHO,265,0.28236690297451805,0.8585771689553203,0.9971282895896912,4.124834445606742,-0.269811320754717,0.07547169811320754,35633,0.0038022813688212928,0.0,0,1,0,0,1
train,tr|A0A7S2W925|A0A7S2W925_9STRA,398,0.2522520492053432,0.7936397142868147,0.9833980796317218,4.106380609639347,-0.8992462311557788,0.06030150753768844,52932,0.005050505050505051,0.01808785529715762,1,1,1,0,1
train,tr|W9RCE1|W9RCE1_9ROSA,522,0.180601926428608,0.7644928492807476,0.9811923189406648,4.176644946264114,-0.040421455938697365,0.04789272030651341,68373,0.0019230769230769232,0.0,1,1,1,1,1
train,tr|A0A2I4BW43|A0A2I4BW43_AUSLI,593,0.23162956466908938,0.7191057570697635,0.972808804461972,4.084237484714155,-0.6172006745362564,0.07251264755480608,75844,0.015228426395939087,0.024054982817869417,0,1,1,1,0
train,tr|A0A7L1PSK9|A0A7L1PSK9_ORIOR,89,0.5051211709262564,0.9425615046418183,0.9974628203276554,4.04796798288421,0.10224719101123589,0.033707865168539325,12017,0.0,0.0,0,0,0,0,0
train,tr|A0A7K5GWP9|A0A7K5GWP9_9AVES,409,0.1974056336647365,0.7941023860282426,0.9884821905236874,4.153603174061768,-0.4330073349633252,0.044009779951100246,53041,0.022113022113022112,0.02512562814070352,0,0,0,1,0
train,tr|A0A8C9TSH6|A0A8C9TSH6_SCLFO,387,0.16086355852475437,0.7974252235971432,0.9837788904413091,4.196996044441383,-0.4578811369509044,0.023255813953488372,50182,0.01038961038961039,0.015957446808510637,1,1,1,1,1
train,tr|A0A8C6QXG0|A0A8C6QXG0_NANGA,682,0.1707308309217487,0.7118165207204552,0.9758726003072038,4.164296763653694,-0.40351906158357775,0.021994134897360705,90560,0.008823529411764706,0.0,0,0,0,1,1
train,tr|A0A392NHS0|A0A392NHS0_9FABA,270,0.20312805405858209,0.8317204557686585,0.9900036194586491,4.106905435148726,-0.11962962962962964,-0.022222222222222223,34748,0.007462686567164179,0.0,0,0,0,1,0
train,tr|A0A8R1DQP0|A0A8R1DQP0_CAEJA,430,0.19937659866269167,0.799226229768506,0.9913539164885916,4.146894412411821,-0.5006976744186046,0.05581395348837209,57079,0.0,0.0,0,1,1,0,1
train,tr|A0A8J4LIM0|A0A8J4LIM0_APTPA,637,0.12565333155422148,0.7334681288562254,0.9861589309900458,4.199412141545797,-0.49105180533751963,0.03767660910518053,84153,0.007874015748031496,0.011182108626198083,0,1,1,0,1
train,tr|A0A327HRR5|A0A327HRR5_UNCMT,234,0.23949939333494188,0.8553748005862827,0.9952558007248603,4.090160950057241,-0.2914529914529915,0.004273504273504274,30231,0.01293103448275862,0.008968609865470852,0,0,1,0,0
train,tr|A0A1B1ARX9|A0A1B1ARX9_9ACTN,456,0.34280183345163795,0.7652596147485936,0.9873756285340071,3.9501202193896403,-0.1125,-0.03289473684210526,57905,0.00881057268722467,0.0022471910112359553,0,0,1,0,0
train,tr|F0YDP3|F0YDP3_AURAN,272,0.3955350792761748,0.8264446638584746,0.9902881164091797,3.959245147293123,-0.2647058823529412,0.03676470588235294,34653,0.003703703703703704,0.0,0,0,1,1,1
train,tr|A0A345V645|A0A345V645_9MICC,552,0.413322655889267,0.749128041308528,0.9920043894701787,3.8788606226997735,0.12318840579710143,0.007246376811594203,68879,0.007272727272727273,0.0036968576709796672,1,0,1,1,1
train,tr|A0A835IW78|A0A835IW78_9MAGN,316,0.17227304931700427,0.8168606930437042,0.989635294112332,4.166611413090779,-0.31613924050632924,0.0,41614,0.0031847133757961785,0.0,0,1,1,1,1
train,tr|A0A8C7ILU2|A0A8C7ILU2_ONCKI,803,0.15166234109245827,0.6912864078346544,0.9663439003410508,4.209029436067065,-0.30435865504358656,0.024906600249066,103949,0.008739076154806492,0.0025252525252525255,0,1,1,1,1
train,tr|A0A1S3PNS8|A0A1S3PNS8_SALSA,584,0.28057001475319476,0.7426403613492785,0.980177153934247,4.082338043437774,-1.045719178082192,0.017123287671232876,78599,0.030927835051546393,0.08551483420593368,0,1,1,1,1
train,tr|A0A229WPP1|A0A229WPP1_ASPFM,465,0.3177495166799825,0.7866116220558064,0.9951033190428108,4.0367156235413795,-0.7073118279569892,0.0064516129032258064,58183,0.0021598272138228943,0.0,0,0,0,0,0
train,tr|A0A7L0T6A5|A0A7L0T6A5_PODPO,536,0.1412685858674683,0.7541527531333311,0.9820671594629944,4.211315328385231,-0.5055970149253731,0.0,70783,0.003745318352059925,0.0,1,1,1,1,1
train,tr|A0A091S338|A0A091S338_NESNO,388,0.21598381455101398,0.7912425070034098,0.9835049132217714,4.168391741278672,-0.37757731958762886,0.020618556701030927,52330,0.0025906735751295338,0.0,0,1,1,1,0
train,tr|A0A9C7QS13|A0A9C7QS13_9GAMM,328,0.2905315926291925,0.8396353600721735,0.9944572023198519,4.141031220005525,-0.29542682926829267,-0.021341463414634148,43979,0.003067484662576687,0.0,0,0,0,0,0
train,tr|A0A7W4J8E9|A0A7W4J8E9_9PROT,320,0.20466223857258536,0.8178299190126632,0.9939082062257463,4.087725410072068,-0.291875,0.028125,41066,0.0031446540880503146,0.0,0,1,0,0,1
train,tr|W0T9S6|W0T9S6_KLUMD,1169,0.22569224053936474,0.627775461749109,0.984465232188253,4.134396274494596,-0.7161676646706587,0.05474764756201882,151927,0.018851756640959727,0.031088082901554404,1,1,1,1,1
train,tr|A0A1R3L7Q0|A0A1R3L7Q0_ASPOF,145,0.26198204370017825,0.9101410907692584,0.9974448039356916,4.122150388545016,-0.1551724137931035,-0.04827586206896552,18797,0.0,0.0,1,0,0,0,0
train,tr|A0A2G5V4A6|A0A2G5V4A6_9PELO,579,0.240299610667135,0.742543717540352,0.9917479236965624,4.071252049058242,-0.6421416234887739,0.06390328151986183,74568,0.01733102253032929,0.028169014084507043,0,0,1,1,0
train,tr|D8SIA5|D8SIA5_SELML,563,0.1876937238722615,0.7448591963938469,0.9884326767099694,4.155386097023687,-0.02912966252220253,0.04262877442273535,72463,0.0053475935828877,0.0,1,1,1,1,1
train,tr|A0AA88W5R3|A0AA88W5R3_9ASTE,494,0.16218295303844948,0.7733631490487528,0.9870307754498098,4.17404625971326,-0.2647773279352227,0.016194331983805668,64547,0.006097560975609756,0.0,1,1,1,1,0
train,tr|A0A4U0W6R5|A0A4U0W6R5_9PEZI,539,0.4205532369569471,0.7482195468359568,0.9921960524784431,3.9163993527637535,-0.4359925788497217,0.022263450834879406,67460,0.040968342644320296,0.05303030303030303,0,0,0,1,0
train,tr|F8C079|F8C079_AFIC5,519,0.3225648791326516,0.7544535771978315,0.9909280466698349,3.97156548883497,0.04508670520231214,0.036608863198458574,66541,0.009671179883945842,0.0,0,0,1,0,1
train,tr|A0A3B5PSQ2|A0A3B5PSQ2_XIPMA,960,0.17612796563631453,0.6698980907702236,0.9834941708951966,4.169383388135498,-0.6089583333333334,0.04895833333333333,125900,0.007306889352818371,0.01685985247629083,0,0,1,1,1
train,tr|A0A6J1UTY2|A0A6J1UTY2_9SAUR,680,0.18359532194191722,0.7332311235119742,0.9913431466078771,4.194086087186871,-0.5023529411764707,0.013235294117647059,89292,0.008849557522123894,0.0029895366218236174,1,0,0,0,0
train,tr|A0A8T3AA11|A0A8T3AA11_DENNO,725,0.19992959356889284,0.7169369901503846,0.9878081683922474,4.153271920723475,-0.45351724137931027,0.05379310344827586,93374,0.006915629322268326,0.0,0,0,0,0,1
train,tr|A0A7K8CTH2|A0A7K8CTH2_9CORV,799,0.19796595788714338,0.6856575440777503,0.9843351594146027,4.108191157959715,-0.7275344180225283,0.04380475594493116,104529,0.0075282308657465494,0.006345177664974619,1,1,0,1,1
train,tr|A0A1R2ATB6|A0A1R2ATB6_9CILI,498,0.27121441256047,0.7616970155447842,0.9877446618294266,4.101140251252338,-0.3449799196787149,0.07429718875502007,65903,0.0,0.0,1,0,1,1,1
train,tr|A0AAN5C6D0|A0AAN5C6D0_9BILA,304,0.22980215578876825,0.8509274855156957,0.9938431397253243,4.221918685515894,-0.1368421052631579,0.03289473684210526,40218,0.013245033112582781,0.0,0,1,0,0,1
train,tr|A0A9P1DSK3|A0A9P1DSK3_9DINO,415,0.167198759015623,0.7861240399445605,0.9882135170171088,4.169685949219411,-0.3975903614457831,0.02650602409638554,54759,0.0,0.0,1,1,1,1,1
train,tr|A0A8T3B9Z9|A0A8T3B9Z9_DENNO,363,0.1942178615826517,0.7973051087092792,0.9865718553933452,4.113738137871104,-0.36473829201101937,0.06336088154269973,47155,0.0,0.0,0,0,1,1,1
train,tr|A0AA35YYE8|A0AA35YYE8_LACSI,699,0.19185857414569646,0.7077787088147468,0.9841104202046089,4.123557302957054,-0.6240343347639485,0.058655221745350504,90775,0.020086083213773313,0.0029069767441860465,0,1,1,1,0
train,tr|A0A438NGL1|A0A438NGL1_EXOME,412,0.17855781813242952,0.792115319084162,0.9829218729625171,4.198068693809622,-0.4177184466019417,0.0024271844660194173,54529,0.0,0.0,1,1,1,1,1
train,tr|A0A7K9LAU5|A0A7K9LAU5_9PASS,801,0.2145950804834364,0.684120912848765,0.9837559410322488,4.102647167966845,-0.7233458177278401,0.0449438202247191,104700,0.010012515644555695,0.006329113924050633,1,1,0,1,1
train,tr|A0A673FP22|A0A673FP22_9TELE,485,0.1893815663608878,0.7610382451385407,0.9860882840606296,4.138008588389328,-0.2987628865979381,0.030927835051546393,62732,0.002070393374741201,0.0,1,1,1,1,0
train,tr|A0A3Q3DCR9|A0A3Q3DCR9_HIPCM,556,0.2604047664055113,0.7397022461031619,0.986307160038141,4.071303198839575,-0.27751798561151075,0.0341726618705036,70597,0.01444043321299639,0.009174311926605505,0,1,1,1,0
train,tr|A0A9R0ZT07|A0A9R0ZT07_TRITD,344,0.22700186336129727,0.81365100299097,0.9829588390547831,4.164655268985349,-0.21250000000000008,0.02616279069767442,44924,0.02046783625730994,0.036036036036036036,1,1,1,1,1
train,tr|A0A8T1TCI8|A0A8T1TCI8_CHESE,490,0.32357435476913243,0.7705933692724544,0.9932560369033526,4.028790955002047,-0.6318367346938776,0.0326530612244898,62080,0.01639344262295082,0.010438413361169102,0,0,0,0,1
train,tr|A0A673I9H3|A0A673I9H3_9TELE,583,0.1461865783762702,0.7474197474455386,0.9884603372015491,4.205926629206907,-0.5641509433962265,0.029159519725557463,75911,0.0034423407917383822,0.0,1,1,1,1,1
train,tr|A0A1E5W298|A0A1E5W298_9POAL,1097,0.3288685258539744,0.6452676253368387,0.9806323775551129,4.023973831192665,0.013673655423883293,0.009115770282588878,138464,0.01004566210045662,0.011970534069981584,0,1,1,1,1
train,tr|A0AAE1SCA8|A0AAE1SCA8_9SOLA,352,0.1540175228395986,0.8116983396879752,0.9842804454726704,4.185509816950745,-0.23607954545454543,0.03977272727272727,46011,0.011428571428571429,0.0,1,1,1,1,0
train,tr|A0A3Q7NLX7|A0A3Q7NLX7_CALUR,551,0.1853826386843172,0.7691172985731703,0.9924728014295793,4.178805916610731,-0.6807622504537205,0.003629764065335753,73044,0.0036429872495446266,0.0,0,0,0,0,0
train,tr|A0A2K6F331|A0A2K6F331_PROCO,372,0.186923566380803,0.7885567985989893,0.9820944491733256,4.1306763351949165,-0.49677419354838714,0.002688172043010753,48603,0.002702702702702703,0.0110803324099723,1,1,1,1,1
