seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,num_iterations
seq_00073,0.0703,1.712,7258.95,510,16.8719,1.7346,85.14,42,1.0,0,1.0,1,40
seq_00074,0.0703,1.713,7259.09,510,19.6598,1.7322,85.14,42,1.0,0,1.0,1,40
seq_00075,0.0704,1.715,7246.97,510,19.5896,1.7339,85.14,42,1.0,0,1.0,1,40
seq_00076,0.0701,1.708,7277.42,510,18.4858,1.7359,85.14,42,1.0,0,1.0,1,40
seq_00077,0.0704,1.715,7247.63,510,17.12,1.748,85.14,42,1.0,0,1.0,1,40
seq_00078,0.0703,1.714,7252.03,510,17.9807,1.7127,85.14,42,1.0,0,1.0,1,40
seq_00079,0.0704,1.716,7242.48,510,20.0996,1.7011,85.14,42,1.0,0,1.0,1,40
seq_00080,0.0702,1.711,7261.11,510,18.4316,1.7118,85.14,42,1.0,0,1.0,1,40
seq_00081,0.0703,1.715,7249.5,510,15.4091,1.6912,85.14,42,1.0,0,1.0,1,40
seq_00082,0.073,1.777,6985.17,510,17.1061,1.7368,85.14,42,1.0,0,1.0,1,40
seq_00083,0.0706,1.719,7221.6,510,17.8883,1.7048,85.14,42,1.0,0,1.0,1,40
seq_00084,0.0706,1.721,7221.52,510,17.8972,1.7316,85.14,42,1.0,0,1.0,1,40
seq_00085,0.0704,1.716,7242.87,510,17.0261,1.7314,85.14,42,1.0,0,1.0,1,40
seq_00086,0.0703,1.713,7257.1,510,20.2567,1.713,85.14,42,1.0,0,1.0,1,40
seq_00087,0.0705,1.718,7237.11,510,19.2276,1.7353,85.14,42,1.0,0,1.0,1,40
seq_00088,0.0702,1.712,7260.62,510,19.4645,1.7166,85.14,42,1.0,0,1.0,1,40
seq_00089,0.0704,1.716,7244.02,510,18.0551,1.7157,85.14,42,1.0,0,1.0,1,40
seq_00090,0.0702,1.712,7260.92,510,15.357,1.7263,85.14,42,1.0,0,1.0,1,40
seq_00091,0.0707,1.724,7212.35,510,18.6331,1.767,85.14,42,1.0,0,1.0,1,40
seq_00092,0.0701,1.709,7271.06,510,16.9411,1.7318,85.14,42,1.0,0,1.0,1,40
seq_00093,0.0708,1.726,7202.12,510,17.9998,1.7171,85.14,42,1.0,0,1.0,1,40
seq_00094,0.0702,1.711,7263.88,510,18.9853,1.7166,85.14,42,1.0,0,1.0,1,40
seq_00095,0.0703,1.714,7253.28,510,18.0357,1.6952,85.14,42,1.0,0,1.0,1,40
seq_00096,0.0731,1.778,6977.6,510,16.6576,1.7622,85.14,42,1.0,0,1.0,1,40
seq_00097,0.0709,1.728,7189.39,510,20.3496,1.7351,85.14,42,1.0,0,1.0,1,40
seq_00098,0.0703,1.714,7253.46,510,19.6154,1.762,85.14,42,1.0,0,1.0,1,40
seq_00099,0.0704,1.717,7239.88,510,19.2133,1.7238,85.14,42,1.0,0,1.0,1,40
seq_00100,0.0705,1.717,7231.24,510,20.4617,1.7649,85.14,42,1.0,0,1.0,1,40
seq_00101,0.0705,1.718,7236.35,510,18.7918,1.7091,85.14,42,1.0,0,1.0,1,40
seq_00102,0.0703,1.712,7258.82,510,18.9588,1.6972,85.14,42,1.0,0,1.0,1,40
seq_00103,0.0704,1.716,7243.34,510,18.4211,1.7538,85.14,42,1.0,0,1.0,1,40
seq_00104,0.0718,1.75,7098.87,510,17.8434,1.6876,85.14,42,1.0,0,1.0,1,40
seq_00105,0.0722,1.758,7061.86,510,18.7297,1.7496,85.14,42,1.0,0,1.0,1,40
seq_00106,0.0705,1.717,7237.99,510,20.4204,1.752,85.14,42,1.0,0,1.0,1,40
seq_00107,0.0703,1.715,7250.41,510,17.6148,1.7412,85.14,42,1.0,0,1.0,1,40
seq_00108,0.0703,1.713,7256.31,510,21.3563,1.7535,85.14,42,1.0,0,1.0,1,40
seq_00109,0.0703,1.712,7259.73,510,18.3497,1.7259,85.14,42,1.0,0,1.0,1,40
seq_00110,0.0704,1.715,7248.47,510,16.78,1.7466,85.14,42,1.0,0,1.0,1,40
seq_00111,0.0704,1.716,7244.56,510,18.1378,1.6986,85.14,42,1.0,0,1.0,1,40
seq_00112,0.0709,1.727,7190.77,510,18.5417,1.7733,85.14,42,1.0,0,1.0,1,40
seq_00113,0.0704,1.717,7241.72,510,17.253,1.7603,85.14,42,1.0,0,1.0,1,40
seq_00114,0.0703,1.713,7256.11,510,20.0629,1.7034,85.14,42,1.0,0,1.0,1,40
seq_00115,0.0703,1.714,7255.89,510,17.6751,1.735,85.14,42,1.0,0,1.0,1,40
seq_00116,0.0702,1.71,7269.18,510,17.0175,1.7596,85.14,42,1.0,0,1.0,1,40
seq_00117,0.0703,1.713,7257.91,510,17.6561,1.7113,85.14,42,1.0,0,1.0,1,40
seq_00118,0.0702,1.713,7259.91,510,18.9215,1.7065,85.14,42,1.0,0,1.0,1,40
seq_00119,0.0705,1.718,7234.42,510,20.0369,1.7659,85.14,42,1.0,0,1.0,1,40
seq_00120,0.0702,1.712,7262.12,510,17.5639,1.7449,85.14,42,1.0,0,1.0,1,40
seq_00121,0.0704,1.714,7249.06,510,17.3398,1.7146,85.14,42,1.0,0,1.0,1,40
seq_00122,0.0702,1.711,7264.96,510,20.534,1.7202,85.14,42,1.0,0,1.0,1,40
seq_00123,0.0708,1.726,7202.27,510,18.5184,1.6986,85.14,42,1.0,0,1.0,1,40
seq_00124,0.0704,1.715,7244.44,510,17.4043,1.7165,85.14,42,1.0,0,1.0,1,40
seq_00125,0.071,1.731,7180.77,510,19.3541,1.7443,85.14,42,1.0,0,1.0,1,40
seq_00126,0.0704,1.715,7247.04,510,17.1285,1.6919,85.14,42,1.0,0,1.0,1,40
seq_00127,0.0706,1.72,7225.11,510,19.2309,1.6964,85.14,42,1.0,0,1.0,1,40
seq_00128,0.0702,1.712,7261.06,510,18.3,1.791,85.14,42,1.0,0,1.0,1,40
seq_00129,0.0704,1.717,7241.08,510,17.5903,1.7201,85.14,42,1.0,0,1.0,1,40
seq_00130,0.0704,1.716,7240.52,510,17.9455,1.6886,85.14,42,1.0,0,1.0,1,40
seq_00131,0.0706,1.72,7228.65,510,18.5497,1.7365,85.14,42,1.0,0,1.0,1,40
seq_00132,0.0701,1.708,7276.65,510,18.027,1.7365,85.14,42,1.0,0,1.0,1,40
seq_00133,0.0704,1.716,7245.1,510,17.58,1.7287,85.14,42,1.0,0,1.0,1,40
seq_00134,0.07,1.706,7286.71,510,18.1558,1.755,85.14,42,1.0,0,1.0,1,40
seq_00135,0.0702,1.71,7269.33,510,17.9422,1.753,85.14,42,1.0,0,1.0,1,40
seq_00136,0.0703,1.713,7258.55,510,16.6838,1.7327,85.14,42,1.0,0,1.0,1,40
seq_00137,0.0704,1.714,7248.54,510,20.0865,1.7612,85.14,42,1.0,0,1.0,1,40
seq_00138,0.0702,1.71,7266.54,510,18.782,1.7207,85.14,42,1.0,0,1.0,1,40
seq_00139,0.0704,1.716,7245.05,510,18.4701,1.729,85.14,42,1.0,0,1.0,1,40
seq_00140,0.0706,1.72,7226.11,510,19.2255,1.7066,85.14,42,1.0,0,1.0,1,40
seq_00141,0.0702,1.711,7264.99,510,19.527,1.7403,85.14,42,1.0,0,1.0,1,40
seq_00142,0.0702,1.712,7259.98,510,19.2924,1.7119,85.14,42,1.0,0,1.0,1,40
seq_00143,0.0704,1.716,7242.92,510,19.899,1.7705,85.14,42,1.0,0,1.0,1,40
seq_00144,0.0701,1.709,7273.73,510,17.6972,1.6997,85.14,42,1.0,0,1.0,1,40
seq_00145,0.0703,1.713,7254.51,510,18.0156,1.7632,85.14,42,1.0,0,1.0,1,40
seq_00146,0.0702,1.711,7263.68,510,20.6446,1.7134,85.14,42,1.0,0,1.0,1,40
seq_00147,0.0703,1.712,7257.76,510,17.9435,1.7179,85.14,42,1.0,0,1.0,1,40
seq_00148,0.0701,1.708,7279.99,510,18.5858,1.7771,85.14,42,1.0,0,1.0,1,40
seq_00149,0.0703,1.713,7254.29,510,18.5514,1.6922,85.14,42,1.0,0,1.0,1,40
seq_00150,0.0703,1.712,7259.73,510,19.1106,1.7538,85.14,42,1.0,0,1.0,1,40
seq_00151,0.0703,1.713,7255.92,510,19.1592,1.7704,85.14,42,1.0,0,1.0,1,40
seq_00152,0.0703,1.712,7257.34,510,19.2623,1.7509,85.14,42,1.0,0,1.0,1,40
seq_00153,0.0706,1.72,7226.75,510,17.9388,1.7713,85.14,42,1.0,0,1.0,1,40
seq_00154,0.0701,1.707,7279.65,510,18.65,1.7138,85.14,42,1.0,0,1.0,1,40
seq_00155,0.0703,1.712,7258.55,510,18.5561,1.7355,85.14,42,1.0,0,1.0,1,40
seq_00156,0.0701,1.707,7279.5,510,19.4077,1.706,85.14,42,1.0,0,1.0,1,40
seq_00157,0.0703,1.713,7254.76,510,16.9976,1.7492,85.14,42,1.0,0,1.0,1,40
seq_00158,0.0702,1.711,7266.32,510,18.4852,1.7128,85.14,42,1.0,0,1.0,1,40
seq_00159,0.0704,1.716,7243.17,510,19.1522,1.7424,85.14,42,1.0,0,1.0,1,40
seq_00160,0.07,1.707,7283.04,510,19.0876,1.7283,85.14,42,1.0,0,1.0,1,40
seq_00161,0.0702,1.71,7269.18,510,19.9397,1.7691,85.14,42,1.0,0,1.0,1,40
seq_00162,0.0701,1.71,7271.04,510,19.0742,1.712,85.14,42,1.0,0,1.0,1,40
seq_00163,0.0703,1.712,7258.18,510,18.3833,1.7773,85.14,42,1.0,0,1.0,1,40
seq_00164,0.0702,1.71,7269.03,510,17.3562,1.7098,85.14,42,1.0,0,1.0,1,40
seq_00165,0.0703,1.714,7250.48,510,17.3587,1.705,85.14,42,1.0,0,1.0,1,40
seq_00166,0.07,1.707,7282.52,510,18.4129,1.7326,85.14,42,1.0,0,1.0,1,40
seq_00167,0.0703,1.713,7255.38,510,18.1319,1.736,85.14,42,1.0,0,1.0,1,40
seq_00168,0.0702,1.711,7263.9,510,16.4741,1.6942,85.14,42,1.0,0,1.0,1,40
seq_00169,0.0702,1.709,7268.22,510,17.9429,1.7187,85.14,42,1.0,0,1.0,1,40
seq_00170,0.0988,2.414,5161.51,510,18.4608,1.7428,85.14,42,1.0,0,1.0,1,40
seq_00171,0.0826,2.012,6170.98,510,18.2993,1.7247,85.14,42,1.0,0,1.0,1,40
seq_00172,0.0701,1.709,7272.49,510,18.6907,1.7321,85.14,42,1.0,0,1.0,1,40
seq_00173,0.0702,1.711,7262.42,510,18.6722,1.741,85.14,42,1.0,0,1.0,1,40
seq_00174,0.0701,1.708,7275.39,510,18.2359,1.7395,85.14,42,1.0,0,1.0,1,40
seq_00175,0.0702,1.712,7262.96,510,16.5166,1.7066,85.14,42,1.0,0,1.0,1,40
seq_00176,0.0702,1.71,7268.56,510,16.8731,1.7448,85.14,42,1.0,0,1.0,1,40
seq_00177,0.0707,1.721,7217.38,510,17.4655,1.7585,85.14,42,1.0,0,1.0,1,40
seq_00178,0.0702,1.711,7265.7,510,18.8823,1.6936,85.14,42,1.0,0,1.0,1,40
seq_00179,0.0703,1.714,7252.92,510,19.3293,1.7062,85.14,42,1.0,0,1.0,1,40
seq_00180,0.0702,1.71,7269.73,510,20.1232,1.763,85.14,42,1.0,0,1.0,1,40
seq_00181,0.0703,1.714,7253.7,510,16.3572,1.6749,85.14,42,1.0,0,1.0,1,40
seq_00182,0.0701,1.709,7270.94,510,20.0241,1.7432,85.14,42,1.0,0,1.0,1,40
seq_00183,0.0705,1.718,7231.22,510,17.9692,1.7191,85.14,42,1.0,0,1.0,1,40
seq_00184,0.0705,1.718,7235.86,510,17.7166,1.7066,85.14,42,1.0,0,1.0,1,40
seq_00185,0.0703,1.713,7253.19,510,17.8202,1.7296,85.14,42,1.0,0,1.0,1,40
seq_00186,0.0702,1.712,7261.16,510,18.789,1.7572,85.14,42,1.0,0,1.0,1,40
seq_00187,0.0703,1.713,7252.18,510,19.6536,1.722,85.14,42,1.0,0,1.0,1,40
seq_00188,0.0706,1.72,7226.6,510,16.2858,1.7364,85.14,42,1.0,0,1.0,1,40
seq_00189,0.0704,1.715,7243.9,510,17.0439,1.6952,85.14,42,1.0,0,1.0,1,40
seq_00190,0.0707,1.723,7214.58,510,19.6179,1.7381,85.14,42,1.0,0,1.0,1,40
seq_00191,0.0707,1.722,7216.48,510,17.4966,1.7406,85.14,42,1.0,0,1.0,1,40
seq_00192,0.0704,1.715,7248.44,510,18.414,1.7803,85.14,42,1.0,0,1.0,1,40
seq_00193,0.0704,1.715,7249.4,510,20.5164,1.721,85.14,42,1.0,0,1.0,1,40
seq_00194,0.0701,1.708,7275.64,510,18.1194,1.7034,85.14,42,1.0,0,1.0,1,40
seq_00195,0.0709,1.729,7192.12,510,17.6632,1.704,85.14,42,1.0,0,1.0,1,40
seq_00196,0.07,1.705,7288.03,510,17.5008,1.7402,85.14,42,1.0,0,1.0,1,40
seq_00197,0.0703,1.713,7258.26,510,17.681,1.7516,85.14,42,1.0,0,1.0,1,40
seq_00198,0.0702,1.711,7266.94,510,18.0077,1.7593,85.14,42,1.0,0,1.0,1,40
seq_00199,0.0702,1.711,7265.23,510,19.6259,1.7659,85.14,42,1.0,0,1.0,1,40
seq_00200,0.0699,1.705,7292.45,510,17.5719,1.7428,85.14,42,1.0,0,1.0,1,40
seq_00201,0.0702,1.71,7269.13,510,17.5002,1.7088,85.14,42,1.0,0,1.0,1,40
seq_00202,0.0701,1.708,7275.49,510,18.0554,1.7194,85.14,42,1.0,0,1.0,1,40
seq_00203,0.0703,1.714,7255.1,510,15.1804,1.7172,85.14,42,1.0,0,1.0,1,40
seq_00204,0.0702,1.712,7262.27,510,18.3188,1.7342,85.14,42,1.0,0,1.0,1,40
seq_00205,0.0702,1.71,7267.21,510,19.7773,1.7118,85.14,42,1.0,0,1.0,1,40
seq_00206,0.07,1.707,7282.15,510,20.5653,1.7297,85.14,42,1.0,0,1.0,1,40
seq_00207,0.0702,1.711,7263.46,510,16.793,1.6709,85.14,42,1.0,0,1.0,1,40
seq_00208,0.0701,1.709,7275.12,510,17.9761,1.7139,85.14,42,1.0,0,1.0,1,40
seq_00209,0.0702,1.711,7262.35,510,17.7168,1.7111,85.14,42,1.0,0,1.0,1,40
seq_00210,0.0702,1.71,7269.33,510,21.4422,1.7295,85.14,42,1.0,0,1.0,1,40
seq_00211,0.0702,1.711,7266.32,510,18.2592,1.7782,85.14,42,1.0,0,1.0,1,40
seq_00212,0.07,1.707,7280.74,510,16.7671,1.738,85.14,42,1.0,0,1.0,1,40
seq_00213,0.0704,1.716,7242.06,510,18.2587,1.712,85.14,42,1.0,0,1.0,1,40
seq_00214,0.07,1.705,7289.74,510,20.9458,1.7173,85.14,42,1.0,0,1.0,1,40
seq_00215,0.0702,1.711,7266.86,510,16.8515,1.7673,85.14,42,1.0,0,1.0,1,40
seq_00216,0.0702,1.71,7269.01,510,17.5766,1.7537,85.14,42,1.0,0,1.0,1,40
seq_00217,0.0702,1.711,7263.18,510,19.3665,1.7582,85.14,42,1.0,0,1.0,1,40
seq_00218,0.0702,1.712,7261.66,510,20.0881,1.7575,85.14,42,1.0,0,1.0,1,40
seq_00219,0.0702,1.71,7265.68,510,18.2339,1.7079,85.14,42,1.0,0,1.0,1,40
seq_00220,0.0703,1.713,7253.7,510,16.8965,1.6916,85.14,42,1.0,0,1.0,1,40
seq_00221,0.0701,1.708,7276.2,510,17.0853,1.7461,85.14,42,1.0,0,1.0,1,40
seq_00222,0.0699,1.705,7291.78,510,18.52,1.7444,85.14,42,1.0,0,1.0,1,40
seq_00223,0.0702,1.712,7260.72,510,19.4225,1.718,85.14,42,1.0,0,1.0,1,40
seq_00224,0.0702,1.711,7262.89,510,18.5898,1.7299,85.14,42,1.0,0,1.0,1,40
seq_00225,0.0702,1.71,7265.73,510,18.5593,1.6889,85.14,42,1.0,0,1.0,1,40
seq_00226,0.0701,1.709,7271.8,510,17.7039,1.6834,85.14,42,1.0,0,1.0,1,40
seq_00227,0.0702,1.71,7269.92,510,20.5153,1.7214,85.14,42,1.0,0,1.0,1,40
seq_00228,0.0703,1.712,7258.9,510,17.2492,1.7348,85.14,42,1.0,0,1.0,1,40
seq_00229,0.0703,1.712,7256.66,510,18.5925,1.7117,85.14,42,1.0,0,1.0,1,40
seq_00230,0.07,1.706,7282.99,510,19.1036,1.725,85.14,42,1.0,0,1.0,1,40
seq_00231,0.0704,1.716,7239.68,510,18.0171,1.8118,85.14,42,1.0,0,1.0,1,40
seq_00232,0.0701,1.709,7273.71,510,18.3843,1.7302,85.14,42,1.0,0,1.0,1,40
seq_00233,0.0702,1.71,7268.98,510,17.2502,1.7346,85.14,42,1.0,0,1.0,1,40
seq_00234,0.0701,1.709,7273.56,510,19.1163,1.7553,85.14,42,1.0,0,1.0,1,40
seq_00235,0.0703,1.715,7250.36,510,17.9264,1.7089,85.14,42,1.0,0,1.0,1,40
seq_00236,0.0701,1.707,7280.32,510,17.196,1.7313,85.14,42,1.0,0,1.0,1,40
seq_00237,0.0705,1.718,7234.84,510,16.558,1.6728,85.14,42,1.0,0,1.0,1,40
seq_00238,0.07,1.707,7283.04,510,18.6787,1.7255,85.14,42,1.0,0,1.0,1,40
seq_00239,0.0702,1.711,7263.36,510,18.0823,1.7738,85.14,42,1.0,0,1.0,1,40
seq_00240,0.0703,1.712,7255.57,510,18.2672,1.7023,85.14,42,1.0,0,1.0,1,40
seq_00241,0.0702,1.712,7261.61,510,20.4741,1.7522,85.14,42,1.0,0,1.0,1,40
seq_00242,0.0708,1.724,7206.97,510,19.132,1.7166,85.14,42,1.0,0,1.0,1,40
seq_00243,0.0702,1.711,7262.79,510,16.9014,1.7374,85.14,42,1.0,0,1.0,1,40
seq_00244,0.0703,1.714,7251.15,510,17.6935,1.7353,85.14,42,1.0,0,1.0,1,40
seq_00245,0.0702,1.711,7264.1,510,19.1418,1.7127,85.14,42,1.0,0,1.0,1,40
seq_00246,0.07,1.706,7286.66,510,17.2069,1.7051,85.14,42,1.0,0,1.0,1,40
seq_00247,0.0703,1.713,7254.39,510,19.3187,1.7385,85.14,42,1.0,0,1.0,1,40
seq_00248,0.07,1.706,7285.82,510,16.1746,1.6952,85.14,42,1.0,0,1.0,1,40
seq_00249,0.0703,1.713,7259.39,510,18.7165,1.7336,85.14,42,1.0,0,1.0,1,40
seq_00250,0.0704,1.715,7243.21,510,16.313,1.7195,85.14,42,1.0,0,1.0,1,40
seq_00251,0.0703,1.712,7258.63,510,17.9325,1.7247,85.14,42,1.0,0,1.0,1,40
seq_00252,0.0701,1.708,7275.83,510,17.8906,1.7666,85.14,42,1.0,0,1.0,1,40
seq_00253,0.0702,1.711,7263.48,510,17.8606,1.7251,85.14,42,1.0,0,1.0,1,40
seq_00254,0.07,1.707,7282.0,510,16.9433,1.7549,85.14,42,1.0,0,1.0,1,40
seq_00255,0.0708,1.725,7204.91,510,19.0349,1.7207,85.14,42,1.0,0,1.0,1,40
seq_00256,0.0703,1.714,7253.53,510,18.9812,1.7137,85.14,42,1.0,0,1.0,1,40
seq_00257,0.0702,1.711,7265.23,510,19.1841,1.7958,85.14,42,1.0,0,1.0,1,40
seq_00258,0.0702,1.711,7263.21,510,19.0691,1.715,85.14,42,1.0,0,1.0,1,40
seq_00259,0.0706,1.722,7221.33,510,17.789,1.7184,85.14,42,1.0,0,1.0,1,40
seq_00260,0.07,1.705,7288.63,510,20.8577,1.7498,85.14,42,1.0,0,1.0,1,40
seq_00261,0.0705,1.718,7235.2,510,17.9004,1.7387,85.14,42,1.0,0,1.0,1,40
seq_00262,0.0701,1.709,7273.46,510,15.2909,1.7518,85.14,42,1.0,0,1.0,1,40
seq_00263,0.0704,1.715,7248.25,510,17.7689,1.6952,85.14,42,1.0,0,1.0,1,40
seq_00264,0.07,1.705,7289.69,510,15.3416,1.701,85.14,42,1.0,0,1.0,1,40
seq_00265,0.0701,1.708,7277.79,510,17.9993,1.7363,85.14,42,1.0,0,1.0,1,40
seq_00266,0.0701,1.708,7278.21,510,18.5714,1.7343,85.14,42,1.0,0,1.0,1,40
seq_00267,0.0702,1.711,7264.39,510,19.5063,1.7485,85.14,42,1.0,0,1.0,1,40
