seq_id,generation_time_sec,avg_token_latency_ms,throughput_tokens_per_sec,sequence_length,self_perplexity,posthoc_perplexity,memory_usage_mb,seed,temperature,top_k,top_p,batch_size,num_iterations
seq_00067,0.0675,1.639,7551.76,510,21.2795,1.7317,50.76,42,1.0,0,1.0,1,40
seq_00068,0.0675,1.637,7558.51,510,15.7991,1.7558,50.76,42,1.0,0,1.0,1,40
seq_00069,0.0675,1.639,7553.17,510,18.6783,1.7331,50.76,42,1.0,0,1.0,1,40
seq_00070,0.0674,1.636,7561.18,510,17.096,1.7393,50.76,42,1.0,0,1.0,1,40
seq_00071,0.0677,1.643,7528.55,510,17.2581,1.694,50.76,42,1.0,0,1.0,1,40
seq_00072,0.0677,1.641,7536.48,510,19.4759,1.7213,50.76,42,1.0,0,1.0,1,40
seq_00073,0.0678,1.645,7523.92,510,16.8719,1.7346,50.76,42,1.0,0,1.0,1,40
seq_00074,0.0677,1.642,7536.51,510,19.6598,1.7322,50.76,42,1.0,0,1.0,1,40
seq_00075,0.0676,1.641,7541.11,510,19.5896,1.7339,50.76,42,1.0,0,1.0,1,40
seq_00076,0.0676,1.641,7541.66,510,18.4858,1.7359,50.76,42,1.0,0,1.0,1,40
seq_00077,0.0678,1.643,7525.16,510,17.12,1.748,50.76,42,1.0,0,1.0,1,40
seq_00078,0.068,1.651,7495.13,510,17.9807,1.7127,50.76,42,1.0,0,1.0,1,40
seq_00079,0.0677,1.644,7528.26,510,20.0996,1.7011,50.76,42,1.0,0,1.0,1,40
seq_00080,0.0674,1.637,7562.54,510,18.4316,1.7118,50.76,42,1.0,0,1.0,1,40
seq_00081,0.0677,1.643,7534.92,510,15.4091,1.6912,50.76,42,1.0,0,1.0,1,40
seq_00082,0.0674,1.636,7562.62,510,17.1061,1.7368,50.76,42,1.0,0,1.0,1,40
seq_00083,0.0675,1.639,7551.28,510,17.8883,1.7048,50.76,42,1.0,0,1.0,1,40
seq_00084,0.0675,1.637,7558.43,510,17.8972,1.7316,50.76,42,1.0,0,1.0,1,40
seq_00085,0.0675,1.638,7552.82,510,17.0261,1.7314,50.76,42,1.0,0,1.0,1,40
seq_00086,0.0675,1.639,7551.12,510,20.2567,1.713,50.76,42,1.0,0,1.0,1,40
seq_00087,0.0675,1.639,7553.33,510,19.2276,1.7353,50.76,42,1.0,0,1.0,1,40
seq_00088,0.0674,1.636,7563.26,510,19.4645,1.7166,50.76,42,1.0,0,1.0,1,40
seq_00089,0.0676,1.641,7543.87,510,18.0551,1.7157,50.76,42,1.0,0,1.0,1,40
seq_00090,0.0674,1.636,7565.75,510,15.357,1.7263,50.76,42,1.0,0,1.0,1,40
seq_00091,0.0674,1.636,7564.25,510,18.6331,1.767,50.76,42,1.0,0,1.0,1,40
seq_00092,0.0678,1.645,7521.06,510,16.9411,1.7318,50.76,42,1.0,0,1.0,1,40
seq_00093,0.0677,1.644,7528.95,510,17.9998,1.7171,50.76,42,1.0,0,1.0,1,40
seq_00094,0.0675,1.638,7556.45,510,18.9853,1.7166,50.76,42,1.0,0,1.0,1,40
seq_00095,0.0676,1.64,7548.88,510,18.0357,1.6952,50.76,42,1.0,0,1.0,1,40
seq_00096,0.0675,1.638,7556.34,510,16.6576,1.7622,50.76,42,1.0,0,1.0,1,40
seq_00097,0.0676,1.641,7538.98,510,20.3496,1.7351,50.76,42,1.0,0,1.0,1,40
seq_00098,0.0674,1.636,7565.14,510,19.6154,1.762,50.76,42,1.0,0,1.0,1,40
seq_00099,0.0675,1.638,7555.94,510,19.2133,1.7238,50.76,42,1.0,0,1.0,1,40
seq_00100,0.0675,1.639,7550.32,510,20.4617,1.7649,50.76,42,1.0,0,1.0,1,40
seq_00101,0.0675,1.639,7550.0,510,18.7918,1.7091,50.76,42,1.0,0,1.0,1,40
seq_00102,0.0674,1.636,7565.91,510,18.9588,1.6972,50.76,42,1.0,0,1.0,1,40
seq_00103,0.0675,1.638,7552.58,510,18.4211,1.7538,50.76,42,1.0,0,1.0,1,40
seq_00104,0.0684,1.658,7461.53,510,17.8434,1.6876,50.76,42,1.0,0,1.0,1,40
seq_00105,0.0677,1.642,7536.59,510,18.7297,1.7496,50.76,42,1.0,0,1.0,1,40
seq_00106,0.0675,1.638,7556.13,510,20.4204,1.752,50.76,42,1.0,0,1.0,1,40
seq_00107,0.068,1.648,7502.31,510,17.6147,1.7412,50.76,42,1.0,0,1.0,1,40
seq_00108,0.0676,1.641,7546.35,510,21.3563,1.7535,50.76,42,1.0,0,1.0,1,40
seq_00109,0.0676,1.642,7539.51,510,18.3497,1.7259,50.76,42,1.0,0,1.0,1,40
seq_00110,0.0677,1.643,7532.74,510,16.78,1.7466,50.76,42,1.0,0,1.0,1,40
seq_00111,0.0676,1.641,7542.83,510,18.1378,1.6986,50.76,42,1.0,0,1.0,1,40
seq_00112,0.0676,1.639,7549.17,510,18.5417,1.7733,50.76,42,1.0,0,1.0,1,40
seq_00113,0.0675,1.638,7552.31,510,17.253,1.7603,50.76,42,1.0,0,1.0,1,40
seq_00114,0.0676,1.641,7543.58,510,20.0629,1.7034,50.76,42,1.0,0,1.0,1,40
seq_00115,0.0675,1.639,7550.42,510,17.6751,1.735,50.76,42,1.0,0,1.0,1,40
seq_00116,0.0675,1.637,7560.22,510,17.0175,1.7596,50.76,42,1.0,0,1.0,1,40
seq_00117,0.0675,1.638,7555.94,510,17.6561,1.7113,50.76,42,1.0,0,1.0,1,40
seq_00118,0.0679,1.648,7505.6,510,18.9215,1.7065,50.76,42,1.0,0,1.0,1,40
seq_00119,0.0675,1.637,7560.19,510,20.0369,1.7659,50.76,42,1.0,0,1.0,1,40
seq_00120,0.0676,1.64,7542.2,510,17.5639,1.7449,50.76,42,1.0,0,1.0,1,40
seq_00121,0.0677,1.641,7537.86,510,17.3398,1.7146,50.76,42,1.0,0,1.0,1,40
seq_00122,0.0675,1.637,7560.88,510,20.534,1.7202,50.76,42,1.0,0,1.0,1,40
seq_00123,0.0676,1.64,7546.16,510,18.5184,1.6986,50.76,42,1.0,0,1.0,1,40
seq_00124,0.0676,1.64,7545.5,510,17.4043,1.7165,50.76,42,1.0,0,1.0,1,40
seq_00125,0.0675,1.639,7550.24,510,19.3541,1.7443,50.76,42,1.0,0,1.0,1,40
seq_00126,0.0674,1.637,7563.64,510,17.1285,1.6919,50.76,42,1.0,0,1.0,1,40
seq_00127,0.0676,1.64,7547.04,510,19.2309,1.6964,50.76,42,1.0,0,1.0,1,40
seq_00128,0.0676,1.639,7549.92,510,18.3,1.791,50.76,42,1.0,0,1.0,1,40
seq_00129,0.0676,1.641,7542.99,510,17.5903,1.7201,50.76,42,1.0,0,1.0,1,40
seq_00130,0.0674,1.635,7571.88,510,17.9455,1.6886,50.76,42,1.0,0,1.0,1,40
seq_00131,0.0675,1.639,7553.57,510,18.5497,1.7365,50.76,42,1.0,0,1.0,1,40
seq_00132,0.0675,1.639,7552.69,510,18.027,1.7365,50.76,42,1.0,0,1.0,1,40
seq_00133,0.0675,1.638,7555.3,510,17.58,1.7287,50.76,42,1.0,0,1.0,1,40
seq_00134,0.0676,1.64,7543.42,510,18.1558,1.755,50.76,42,1.0,0,1.0,1,40
seq_00135,0.0676,1.641,7542.99,510,17.9422,1.753,50.76,42,1.0,0,1.0,1,40
seq_00136,0.0676,1.64,7548.66,510,16.6838,1.7327,50.76,42,1.0,0,1.0,1,40
seq_00137,0.0678,1.645,7522.78,510,20.0865,1.7612,50.76,42,1.0,0,1.0,1,40
seq_00138,0.0675,1.638,7554.74,510,18.782,1.7207,50.76,42,1.0,0,1.0,1,40
seq_00139,0.0676,1.64,7547.28,510,18.4701,1.729,50.76,42,1.0,0,1.0,1,40
seq_00140,0.0674,1.636,7567.68,510,19.2255,1.7066,50.76,42,1.0,0,1.0,1,40
seq_00141,0.0674,1.636,7566.34,510,19.527,1.7403,50.76,42,1.0,0,1.0,1,40
seq_00142,0.0676,1.641,7543.82,510,19.2924,1.7119,50.76,42,1.0,0,1.0,1,40
seq_00143,0.0677,1.642,7536.7,510,19.899,1.7705,50.76,42,1.0,0,1.0,1,40
seq_00144,0.0673,1.633,7581.92,510,17.6972,1.6997,50.76,42,1.0,0,1.0,1,40
seq_00145,0.0676,1.639,7547.65,510,18.0156,1.7632,50.76,42,1.0,0,1.0,1,40
seq_00146,0.0677,1.645,7528.76,510,20.6446,1.7134,50.76,42,1.0,0,1.0,1,40
seq_00147,0.0675,1.639,7553.68,510,17.9435,1.7179,50.76,42,1.0,0,1.0,1,40
seq_00148,0.0675,1.639,7555.14,510,18.5858,1.7771,50.76,42,1.0,0,1.0,1,40
seq_00149,0.0675,1.639,7551.25,510,18.5514,1.6922,50.76,42,1.0,0,1.0,1,40
seq_00150,0.0675,1.637,7559.52,510,19.1106,1.7538,50.76,42,1.0,0,1.0,1,40
seq_00151,0.0674,1.636,7563.8,510,19.1592,1.7704,50.76,42,1.0,0,1.0,1,40
seq_00152,0.0674,1.635,7571.32,510,19.2623,1.7509,50.76,42,1.0,0,1.0,1,40
seq_00153,0.0676,1.641,7542.36,510,17.9388,1.7713,50.76,42,1.0,0,1.0,1,40
seq_00154,0.0674,1.635,7569.79,510,18.65,1.7138,50.76,42,1.0,0,1.0,1,40
seq_00155,0.0675,1.638,7556.37,510,18.5561,1.7355,50.76,42,1.0,0,1.0,1,40
seq_00156,0.0676,1.641,7542.46,510,19.4077,1.706,50.76,42,1.0,0,1.0,1,40
seq_00157,0.0674,1.636,7562.46,510,16.9976,1.7492,50.76,42,1.0,0,1.0,1,40
seq_00158,0.0674,1.636,7567.57,510,18.4852,1.7128,50.76,42,1.0,0,1.0,1,40
seq_00159,0.0676,1.641,7539.64,510,19.1522,1.7424,50.76,42,1.0,0,1.0,1,40
seq_00160,0.0675,1.637,7558.11,510,19.0876,1.7283,50.76,42,1.0,0,1.0,1,40
seq_00161,0.0675,1.638,7553.62,510,19.9397,1.7691,50.76,42,1.0,0,1.0,1,40
seq_00162,0.0677,1.644,7529.21,510,19.0742,1.712,50.76,42,1.0,0,1.0,1,40
seq_00163,0.0677,1.643,7531.73,510,18.3833,1.7773,50.76,42,1.0,0,1.0,1,40
seq_00164,0.0674,1.635,7570.54,510,17.3562,1.7098,50.76,42,1.0,0,1.0,1,40
seq_00165,0.0677,1.643,7533.96,510,17.3587,1.705,50.76,42,1.0,0,1.0,1,40
seq_00166,0.0674,1.635,7570.62,510,18.4129,1.7326,50.76,42,1.0,0,1.0,1,40
seq_00167,0.0676,1.64,7543.58,510,18.1319,1.736,50.76,42,1.0,0,1.0,1,40
seq_00168,0.0675,1.638,7555.28,510,16.4741,1.6942,50.76,42,1.0,0,1.0,1,40
seq_00169,0.0675,1.638,7556.0,510,17.9429,1.7187,50.76,42,1.0,0,1.0,1,40
seq_00170,0.0674,1.634,7571.99,510,18.4608,1.7428,50.76,42,1.0,0,1.0,1,40
seq_00171,0.0675,1.636,7560.19,510,18.2993,1.7247,50.76,42,1.0,0,1.0,1,40
seq_00172,0.0677,1.643,7535.53,510,18.6907,1.7321,50.76,42,1.0,0,1.0,1,40
seq_00173,0.0678,1.645,7520.48,510,18.6722,1.741,50.76,42,1.0,0,1.0,1,40
seq_00174,0.0674,1.636,7564.63,510,18.2359,1.7395,50.76,42,1.0,0,1.0,1,40
seq_00175,0.0676,1.641,7540.68,510,16.5166,1.7066,50.76,42,1.0,0,1.0,1,40
seq_00176,0.0674,1.635,7571.8,510,16.8731,1.7448,50.76,42,1.0,0,1.0,1,40
seq_00177,0.0674,1.636,7565.38,510,17.4655,1.7585,50.76,42,1.0,0,1.0,1,40
seq_00178,0.0675,1.638,7554.48,510,18.8823,1.6936,50.76,42,1.0,0,1.0,1,40
seq_00179,0.0674,1.636,7566.31,510,19.3293,1.7062,50.76,42,1.0,0,1.0,1,40
seq_00180,0.0676,1.64,7545.65,510,20.1232,1.763,50.76,42,1.0,0,1.0,1,40
seq_00181,0.0677,1.642,7536.3,510,16.3572,1.6749,50.76,42,1.0,0,1.0,1,40
seq_00182,0.0676,1.64,7548.5,510,20.0241,1.7432,50.76,42,1.0,0,1.0,1,40
seq_00183,0.0675,1.638,7555.38,510,17.9692,1.7191,50.76,42,1.0,0,1.0,1,40
seq_00184,0.0674,1.636,7565.06,510,17.7166,1.7066,50.76,42,1.0,0,1.0,1,40
seq_00185,0.0675,1.638,7557.65,510,17.8202,1.7296,50.76,42,1.0,0,1.0,1,40
seq_00186,0.0682,1.654,7479.51,510,18.789,1.7572,50.76,42,1.0,0,1.0,1,40
seq_00187,0.0675,1.638,7555.7,510,19.6536,1.722,50.76,42,1.0,0,1.0,1,40
seq_00188,0.0676,1.639,7549.46,510,16.2858,1.7364,50.76,42,1.0,0,1.0,1,40
seq_00189,0.0678,1.644,7525.77,510,17.0439,1.6952,50.76,42,1.0,0,1.0,1,40
seq_00190,0.0675,1.639,7550.32,510,19.6179,1.7381,50.76,42,1.0,0,1.0,1,40
seq_00191,0.0679,1.649,7507.44,510,17.4966,1.7406,50.76,42,1.0,0,1.0,1,40
seq_00192,0.0675,1.637,7559.9,510,18.414,1.7803,50.76,42,1.0,0,1.0,1,40
seq_00193,0.0675,1.638,7556.29,510,20.5164,1.721,50.76,42,1.0,0,1.0,1,40
seq_00194,0.0675,1.638,7556.29,510,18.1194,1.7034,50.76,42,1.0,0,1.0,1,40
seq_00195,0.0674,1.636,7565.75,510,17.6632,1.704,50.76,42,1.0,0,1.0,1,40
seq_00196,0.0676,1.64,7546.77,510,17.5008,1.7402,50.76,42,1.0,0,1.0,1,40
seq_00197,0.0677,1.642,7535.87,510,17.681,1.7516,50.76,42,1.0,0,1.0,1,40
seq_00198,0.0675,1.637,7559.39,510,18.0077,1.7593,50.76,42,1.0,0,1.0,1,40
seq_00199,0.0676,1.64,7545.36,510,19.6259,1.7659,50.76,42,1.0,0,1.0,1,40
seq_00200,0.0675,1.637,7559.68,510,17.5719,1.7428,50.76,42,1.0,0,1.0,1,40
seq_00201,0.0676,1.64,7547.12,510,17.5002,1.7088,50.76,42,1.0,0,1.0,1,40
seq_00202,0.0675,1.638,7552.21,510,18.0554,1.7194,50.76,42,1.0,0,1.0,1,40
seq_00203,0.0678,1.644,7520.45,510,15.1804,1.7172,50.76,42,1.0,0,1.0,1,40
seq_00204,0.0675,1.637,7555.49,510,18.3189,1.7342,50.76,42,1.0,0,1.0,1,40
seq_00205,0.0677,1.642,7533.38,510,19.7773,1.7118,50.76,42,1.0,0,1.0,1,40
seq_00206,0.0674,1.634,7570.95,510,20.5653,1.7297,50.76,42,1.0,0,1.0,1,40
seq_00207,0.0675,1.639,7553.22,510,16.793,1.6709,50.76,42,1.0,0,1.0,1,40
seq_00208,0.0674,1.636,7563.29,510,17.9761,1.7139,50.76,42,1.0,0,1.0,1,40
seq_00209,0.0675,1.638,7553.3,510,17.7168,1.7111,50.76,42,1.0,0,1.0,1,40
seq_00210,0.0674,1.637,7562.46,510,21.4422,1.7295,50.76,42,1.0,0,1.0,1,40
seq_00211,0.0676,1.641,7540.81,510,18.2592,1.7782,50.76,42,1.0,0,1.0,1,40
seq_00212,0.0675,1.638,7558.56,510,16.7671,1.738,50.76,42,1.0,0,1.0,1,40
seq_00213,0.0676,1.64,7544.67,510,18.2587,1.712,50.76,42,1.0,0,1.0,1,40
seq_00214,0.0675,1.638,7558.0,510,20.9458,1.7173,50.76,42,1.0,0,1.0,1,40
seq_00215,0.0677,1.641,7536.99,510,16.8515,1.7673,50.76,42,1.0,0,1.0,1,40
seq_00216,0.0677,1.643,7536.88,510,17.5766,1.7537,50.76,42,1.0,0,1.0,1,40
seq_00217,0.0676,1.64,7547.76,510,19.3665,1.7582,50.76,42,1.0,0,1.0,1,40
seq_00218,0.0675,1.637,7560.06,510,20.0881,1.7575,50.76,42,1.0,0,1.0,1,40
seq_00219,0.0675,1.637,7556.61,510,18.2339,1.7079,50.76,42,1.0,0,1.0,1,40
seq_00220,0.0674,1.635,7566.61,510,16.8965,1.6916,50.76,42,1.0,0,1.0,1,40
seq_00221,0.0675,1.637,7558.13,510,17.0853,1.7461,50.76,42,1.0,0,1.0,1,40
seq_00222,0.0674,1.636,7561.53,510,18.52,1.7444,50.76,42,1.0,0,1.0,1,40
seq_00223,0.0677,1.642,7536.22,510,19.4225,1.718,50.76,42,1.0,0,1.0,1,40
seq_00224,0.0674,1.637,7562.3,510,18.5898,1.7299,50.76,42,1.0,0,1.0,1,40
seq_00225,0.0677,1.642,7537.73,510,18.5593,1.6889,50.76,42,1.0,0,1.0,1,40
seq_00226,0.0674,1.635,7571.16,510,17.7039,1.6834,50.76,42,1.0,0,1.0,1,40
seq_00227,0.0676,1.64,7542.22,510,20.5153,1.7214,50.76,42,1.0,0,1.0,1,40
seq_00228,0.0674,1.635,7568.08,510,17.2492,1.7348,50.76,42,1.0,0,1.0,1,40
seq_00229,0.0676,1.641,7543.5,510,18.5925,1.7117,50.76,42,1.0,0,1.0,1,40
seq_00230,0.0675,1.638,7555.57,510,19.1036,1.725,50.76,42,1.0,0,1.0,1,40
seq_00231,0.0675,1.638,7553.36,510,18.0171,1.8118,50.76,42,1.0,0,1.0,1,40
seq_00232,0.0675,1.638,7559.73,510,18.3843,1.7302,50.76,42,1.0,0,1.0,1,40
seq_00233,0.0676,1.64,7543.53,510,17.2502,1.7346,50.76,42,1.0,0,1.0,1,40
seq_00234,0.0675,1.638,7554.42,510,19.1163,1.7553,50.76,42,1.0,0,1.0,1,40
seq_00235,0.0674,1.635,7570.49,510,17.9264,1.7089,50.76,42,1.0,0,1.0,1,40
seq_00236,0.0674,1.636,7565.46,510,17.196,1.7313,50.76,42,1.0,0,1.0,1,40
seq_00237,0.0675,1.64,7551.6,510,16.558,1.6728,50.76,42,1.0,0,1.0,1,40
seq_00238,0.0674,1.635,7569.42,510,18.6787,1.7255,50.76,42,1.0,0,1.0,1,40
seq_00239,0.0675,1.638,7553.41,510,18.0823,1.7738,50.76,42,1.0,0,1.0,1,40
seq_00240,0.0674,1.635,7567.22,510,18.2672,1.7023,50.76,42,1.0,0,1.0,1,40
seq_00241,0.0683,1.655,7469.95,510,20.4741,1.7522,50.76,42,1.0,0,1.0,1,40
seq_00242,0.0676,1.64,7545.76,510,19.132,1.7166,50.76,42,1.0,0,1.0,1,40
seq_00243,0.0679,1.647,7511.24,510,16.9014,1.7374,50.76,42,1.0,0,1.0,1,40
seq_00244,0.0676,1.64,7539.67,510,17.6935,1.7353,50.76,42,1.0,0,1.0,1,40
seq_00245,0.0676,1.64,7546.67,510,19.1418,1.7127,50.76,42,1.0,0,1.0,1,40
seq_00246,0.0674,1.635,7570.46,510,17.2069,1.7051,50.76,42,1.0,0,1.0,1,40
seq_00247,0.0678,1.644,7526.38,510,19.3187,1.7385,50.76,42,1.0,0,1.0,1,40
seq_00248,0.0674,1.635,7571.96,510,16.1746,1.6952,50.76,42,1.0,0,1.0,1,40
seq_00249,0.0675,1.639,7550.32,510,18.7165,1.7336,50.76,42,1.0,0,1.0,1,40
seq_00250,0.0674,1.637,7562.33,510,16.313,1.7195,50.76,42,1.0,0,1.0,1,40
seq_00251,0.0676,1.64,7544.72,510,17.9325,1.7247,50.76,42,1.0,0,1.0,1,40
seq_00252,0.0674,1.635,7568.51,510,17.8906,1.7666,50.76,42,1.0,0,1.0,1,40
seq_00253,0.0677,1.643,7532.69,510,17.8606,1.7251,50.76,42,1.0,0,1.0,1,40
seq_00254,0.0677,1.643,7534.23,510,16.9433,1.7549,50.76,42,1.0,0,1.0,1,40
seq_00255,0.0678,1.644,7527.17,510,19.0349,1.7207,50.76,42,1.0,0,1.0,1,40
seq_00256,0.0674,1.637,7561.95,510,18.9812,1.7137,50.76,42,1.0,0,1.0,1,40
seq_00257,0.0674,1.637,7562.43,510,19.1841,1.7958,50.76,42,1.0,0,1.0,1,40
seq_00258,0.0676,1.641,7545.39,510,19.0691,1.715,50.76,42,1.0,0,1.0,1,40
seq_00259,0.0676,1.64,7544.62,510,17.789,1.7184,50.76,42,1.0,0,1.0,1,40
seq_00260,0.0674,1.635,7571.03,510,20.8577,1.7498,50.76,42,1.0,0,1.0,1,40
seq_00261,0.0677,1.643,7534.31,510,17.9004,1.7387,50.76,42,1.0,0,1.0,1,40
seq_00262,0.0675,1.638,7555.57,510,15.2909,1.7518,50.76,42,1.0,0,1.0,1,40
seq_00263,0.0677,1.641,7536.72,510,17.7689,1.6952,50.76,42,1.0,0,1.0,1,40
seq_00264,0.0675,1.639,7555.97,510,15.3416,1.701,50.76,42,1.0,0,1.0,1,40
seq_00265,0.0674,1.636,7563.18,510,17.9993,1.7363,50.76,42,1.0,0,1.0,1,40
seq_00266,0.0674,1.636,7566.21,510,18.5714,1.7343,50.76,42,1.0,0,1.0,1,40
